M,MNi,max_LC,skew,CV_LC,mad,aslope,bslope,median,time
5.5,0.129,5.4268e+41,1.5272,0.6866,2.4658e+40,-5.3189e+39,1.9557e+40,2.3937e+41,28.0
5.5,0.149,6.622e+41,1.5327,0.71374,3.5721e+40,-6.8751e+39,2.4301e+40,2.7769e+41,27.5
5.5,0.168,7.8123e+41,1.5405,0.73651,4.6507e+40,-8.3721e+39,2.9207e+40,3.1481e+41,27.0
5.5,0.188,9.1187e+41,1.5503,0.75796,5.8554e+40,-1.0912e+40,3.4086e+40,3.5413e+41,27.0
5.5,0.208,1.0476e+42,1.5611,0.77727,8.0873e+40,-1.2696e+40,3.9908e+40,3.8404e+41,26.5
5.5,0.228,1.188e+42,1.5726,0.79481,9.4209e+40,-1.4426e+40,4.6137e+40,4.2371e+41,26.0
5.5,0.248,1.3327e+42,1.5844,0.81087,1.2004e+41,-1.7534e+40,5.1751e+40,4.5161e+41,26.0
5.5,0.267,1.474e+42,1.5959,0.82495,1.3248e+41,-1.9098e+40,5.838e+40,4.9084e+41,25.5
5.5,0.287,1.6265e+42,1.6081,0.8387,1.6111e+41,-2.255e+40,6.4413e+40,5.1718e+41,25.5
5.5,0.307,1.7828e+42,1.6203,0.8515,1.7504e+41,-2.4176e+40,7.2037e+40,5.5882e+41,25.0
5.5,0.327,1.9426e+42,1.6326,0.86346,2.0579e+41,-2.7938e+40,7.8484e+40,5.8418e+41,25.0
5.5,0.347,2.1056e+42,1.6447,0.87467,2.3854e+41,-2.9363e+40,8.6835e+40,6.0805e+41,24.5
5.5,0.366,2.2636e+42,1.6561,0.88472,2.5048e+41,-3.3184e+40,9.3346e+40,6.5035e+41,24.5
5.5,0.386,2.4327e+42,1.668,0.89472,2.8461e+41,-3.7425e+40,1.0031e+41,6.7376e+41,24.5
5.5,0.406,2.6049e+42,1.6798,0.9042,3.2057e+41,-3.8546e+40,1.0969e+41,6.9578e+41,24.0
5.5,0.426,2.78e+42,1.6915,0.91319,3.5286e+41,-4.3002e+40,1.1705e+41,7.2188e+41,24.0
5.5,0.446,2.9577e+42,1.703,0.92174,3.6996e+41,-4.7666e+40,1.2452e+41,7.6357e+41,24.0
5.5,0.465,3.1288e+42,1.7137,0.9295,4.0662e+41,-4.8079e+40,1.3458e+41,7.8311e+41,23.5
5.5,0.485,3.3119e+42,1.7249,0.93732,4.4636e+41,-5.2902e+40,1.4245e+41,8.0288e+41,23.5
5.5,0.505,3.4973e+42,1.7359,0.9448,4.8722e+41,-5.7921e+40,1.5041e+41,8.2188e+41,23.5
5.5,0.525,3.6848e+42,1.7468,0.95197,5.0851e+41,-6.3132e+40,1.5847e+41,8.6079e+41,23.5
5.5,0.545,3.8747e+42,1.7574,0.95886,5.3889e+41,-6.3071e+40,1.7033e+41,8.9093e+41,23.0
5.5,0.564,4.0576e+42,1.7674,0.96516,5.795e+41,-6.8129e+40,1.7836e+41,9.0811e+41,23.0
5.5,0.584,4.2521e+42,1.7778,0.97155,6.2317e+41,-7.3631e+40,1.8689e+41,9.2556e+41,23.0
5.5,0.604,4.4485e+42,1.788,0.97771,6.6774e+41,-7.9312e+40,1.9552e+41,9.4239e+41,23.0
5.5,0.624,4.6468e+42,1.7981,0.98366,7.1317e+41,-8.517e+40,2.0422e+41,9.5865e+41,23.0
5.5,0.644,4.8477e+42,1.8081,0.98941,7.309e+41,-8.4047e+40,2.1788e+41,1.0029e+42,22.5
5.5,0.663,5.0405e+42,1.8173,0.9947,7.6316e+41,-8.9669e+40,2.2653e+41,1.0297e+42,22.5
5.5,0.683,5.2451e+42,1.827,1.0001,8.0985e+41,-9.5751e+40,2.3571e+41,1.0455e+42,22.5
5.5,0.703,5.4514e+42,1.8365,1.0053,8.5729e+41,-1.02e+41,2.4497e+41,1.0608e+42,22.5
5.5,0.723,5.6593e+42,1.8459,1.0104,9.0544e+41,-1.0841e+41,2.543e+41,1.0756e+42,22.5
5.5,0.743,5.8692e+42,1.8551,1.0153,9.5426e+41,-1.059e+41,2.6985e+41,1.0899e+42,22.0
5.5,0.762,6.0709e+42,1.8638,1.0199,1.0013e+42,-1.12e+41,2.7911e+41,1.1031e+42,22.0
5.5,0.782,6.2846e+42,1.8728,1.0245,1.0397e+42,-1.1858e+41,2.8892e+41,1.1283e+42,22.0
5.5,0.802,6.4999e+42,1.8816,1.0291,1.0602e+42,-1.2531e+41,2.988e+41,1.1717e+42,22.0
5.5,0.822,6.7166e+42,1.8904,1.0335,1.1027e+42,-1.3219e+41,3.0875e+41,1.1932e+42,22.0
5.5,0.842,6.9348e+42,1.899,1.0378,1.1535e+42,-1.3922e+41,3.1876e+41,1.2066e+42,22.0
5.5,0.861,7.1433e+42,1.9071,1.0418,1.2024e+42,-1.4604e+41,3.2833e+41,1.219e+42,22.0
5.5,0.881,7.3654e+42,1.9156,1.0459,1.2543e+42,-1.4144e+41,3.4659e+41,1.2316e+42,21.5
5.5,0.901,7.589e+42,1.9239,1.0499,1.3068e+42,-1.4858e+41,3.5709e+41,1.244e+42,21.5
5.5,0.921,7.814e+42,1.9321,1.0538,1.3597e+42,-1.5586e+41,3.6766e+41,1.256e+42,21.5
5.5,0.941,8.0402e+42,1.9402,1.0577,1.4132e+42,-1.6328e+41,3.7829e+41,1.2677e+42,21.5
5.5,0.96,8.2563e+42,1.9478,1.0612,1.4644e+42,-1.7046e+41,3.8844e+41,1.2786e+42,21.5
5.5,0.98,8.4851e+42,1.9557,1.0649,1.5101e+42,-1.7816e+41,3.9919e+41,1.2984e+42,21.5
5.5,1.0,8.715e+42,1.9635,1.0685,1.536e+42,-1.8599e+41,4.0998e+41,1.3382e+42,21.5
5.7,0.01,1.4092e+40,3.5415,0.34909,-7.647e+38,-4.8277e+37,3.6343e+38,1.0948e+40,39.0
5.7,0.03,6.7471e+40,1.9791,0.43806,-1.7235e+39,-3.5332e+38,1.9986e+39,4.46e+40,34.0
5.7,0.05,1.3872e+41,1.6713,0.50594,-1.2702e+39,-9.039e+38,4.3684e+39,8.28e+40,32.0
5.7,0.069,2.1794e+41,1.5801,0.55639,1.1383e+39,-1.6878e+39,7.0862e+39,1.2016e+41,31.0
5.7,0.089,3.1096e+41,1.5431,0.59964,4.9678e+39,-2.6452e+39,1.0451e+40,1.6043e+41,30.0
5.7,0.109,4.1227e+41,1.5292,0.63576,1.2615e+40,-3.6327e+39,1.434e+40,1.9865e+41,29.0
5.7,0.129,5.2081e+41,1.5259,0.66665,2.0299e+40,-4.9997e+39,1.8435e+40,2.3828e+41,28.5
5.7,0.149,6.3573e+41,1.5282,0.69354,3.0736e+40,-6.4713e+39,2.2909e+40,2.7637e+41,28.0
5.7,0.168,7.5026e+41,1.5335,0.71618,4.1704e+40,-7.893e+39,2.7533e+40,3.125e+41,27.5
5.7,0.188,8.7595e+41,1.5409,0.73754,5.2757e+40,-9.4402e+39,3.2748e+40,3.5194e+41,27.0
5.7,0.208,1.0065e+42,1.5497,0.75682,6.4746e+40,-1.1979e+40,3.7625e+40,3.9131e+41,27.0
5.7,0.228,1.1418e+42,1.5594,0.77435,8.5919e+40,-1.3637e+40,4.3495e+40,4.2226e+41,26.5
5.7,0.248,1.2811e+42,1.5696,0.79043,9.7823e+40,-1.521e+40,4.9755e+40,4.632e+41,26.0
5.7,0.267,1.4173e+42,1.5796,0.80453,1.2166e+41,-1.8078e+40,5.504e+40,4.9018e+41,26.0
5.7,0.287,1.5642e+42,1.5904,0.81832,1.3573e+41,-1.9597e+40,6.1953e+40,5.302e+41,25.5
5.7,0.307,1.7149e+42,1.6013,0.83116,1.6126e+41,-2.292e+40,6.7915e+40,5.5933e+41,25.5
5.7,0.327,1.8687e+42,1.6123,0.84317,1.9065e+41,-2.647e+40,7.3999e+40,5.8514e+41,25.5
5.7,0.347,2.0261e+42,1.6233,0.85444,2.0256e+41,-2.7886e+40,8.1865e+40,6.2894e+41,25.0
5.7,0.366,2.1783e+42,1.6337,0.86453,2.3234e+41,-3.1497e+40,8.8009e+40,6.5254e+41,25.0
5.7,0.386,2.3414e+42,1.6446,0.87459,2.6515e+41,-3.2644e+40,9.6562e+40,6.7635e+41,24.5
5.7,0.406,2.5077e+42,1.6554,0.88412,2.7836e+41,-3.6659e+40,1.0341e+41,7.202e+41,24.5
5.7,0.426,2.6764e+42,1.6662,0.89316,3.1044e+41,-4.0875e+40,1.1036e+41,7.456e+41,24.5
5.7,0.446,2.8478e+42,1.6768,0.90177,3.461e+41,-4.1638e+40,1.1992e+41,7.6781e+41,24.0
5.7,0.465,3.0134e+42,1.6868,0.90958,3.8112e+41,-4.5804e+40,1.2688e+41,7.8811e+41,24.0
5.7,0.485,3.1898e+42,1.6972,0.91745,3.968e+41,-5.0374e+40,1.343e+41,8.3102e+41,24.0
5.7,0.505,3.3685e+42,1.7074,0.92498,4.2824e+41,-5.5129e+40,1.4181e+41,8.5852e+41,24.0
5.7,0.525,3.5498e+42,1.7176,0.9322,4.6727e+41,-5.5296e+40,1.5269e+41,8.7876e+41,23.5
5.7,0.545,3.7335e+42,1.7276,0.93913,5.0734e+41,-6.0176e+40,1.6058e+41,8.9829e+41,23.5
5.7,0.564,3.9098e+42,1.7369,0.94547,5.4632e+41,-6.4974e+40,1.6815e+41,9.162e+41,23.5
5.7,0.584,4.0974e+42,1.7467,0.95191,5.6551e+41,-7.0194e+40,1.7621e+41,9.5721e+41,23.5
5.7,0.604,4.287e+42,1.7563,0.95812,5.9437e+41,-6.9539e+40,1.8845e+41,9.8882e+41,23.0
5.7,0.624,4.4793e+42,1.7658,0.96411,6.3699e+41,-7.4838e+40,1.9689e+41,1.007e+42,23.0
5.7,0.644,4.6733e+42,1.7752,0.9699,6.8045e+41,-8.0302e+40,2.0541e+41,1.0245e+42,23.0
5.7,0.663,4.8592e+42,1.7839,0.97523,7.225e+41,-8.5642e+40,2.1357e+41,1.0407e+42,23.0
5.7,0.683,5.0565e+42,1.793,0.98066,7.6753e+41,-9.1419e+40,2.2223e+41,1.0572e+42,23.0
5.7,0.703,5.2557e+42,1.802,0.98593,8.0224e+41,-8.9586e+40,2.3622e+41,1.0843e+42,22.5
5.7,0.723,5.4574e+42,1.8109,0.99105,8.1788e+41,-9.5395e+40,2.4528e+41,1.1306e+42,22.5
5.7,0.743,5.6607e+42,1.8197,0.99601,8.6125e+41,-1.0136e+41,2.544e+41,1.1495e+42,22.5
5.7,0.762,5.8553e+42,1.8279,1.0006,9.0572e+41,-1.0716e+41,2.6313e+41,1.1644e+42,22.5
5.7,0.782,6.0615e+42,1.8365,1.0053,9.5317e+41,-1.1341e+41,2.7239e+41,1.1796e+42,22.5
5.7,0.802,6.2692e+42,1.8449,1.0099,1.0013e+42,-1.1982e+41,2.8171e+41,1.1944e+42,22.5
5.7,0.822,6.4786e+42,1.8532,1.0143,1.05e+42,-1.1633e+41,2.9787e+41,1.2088e+42,22.0
5.7,0.842,6.6904e+42,1.8614,1.0187,1.0993e+42,-1.2272e+41,3.076e+41,1.2228e+42,22.0
5.7,0.861,6.8929e+42,1.8692,1.0227,1.1467e+42,-1.2891e+41,3.1689e+41,1.2358e+42,22.0
5.7,0.881,7.1074e+42,1.8772,1.0268,1.1674e+42,-1.3557e+41,3.2674e+41,1.2787e+42,22.0
5.7,0.901,7.3232e+42,1.8851,1.0308,1.1923e+42,-1.4237e+41,3.3665e+41,1.3177e+42,22.0
5.7,0.921,7.5404e+42,1.893,1.0348,1.2428e+42,-1.493e+41,3.4661e+41,1.3313e+42,22.0
5.7,0.941,7.7587e+42,1.9007,1.0386,1.2938e+42,-1.5637e+41,3.5663e+41,1.3445e+42,22.0
5.7,0.96,7.9674e+42,1.908,1.0422,1.3427e+42,-1.5029e+41,3.7493e+41,1.3568e+42,21.5
5.7,0.98,8.1896e+42,1.9155,1.0459,1.3947e+42,-1.5729e+41,3.8537e+41,1.3694e+42,21.5
5.7,1.0,8.413e+42,1.923,1.0495,1.4471e+42,-1.6441e+41,3.9587e+41,1.3818e+42,21.5
5.9,0.01,1.3471e+40,3.72,0.34444,-7.6065e+38,-4.4284e+37,3.4299e+38,1.0586e+40,39.5
5.9,0.03,6.4623e+40,2.0741,0.42634,-2.0056e+39,-3.2857e+38,1.8862e+39,4.3669e+40,34.5
5.9,0.05,1.33e+41,1.7148,0.49091,-1.8441e+39,-8.4502e+38,4.1232e+39,8.1326e+40,32.5
5.9,0.069,2.0909e+41,1.603,0.53962,5.5789e+38,-1.5813e+39,6.6893e+39,1.1792e+41,31.5
5.9,0.089,2.9849e+41,1.5551,0.58175,3.9375e+39,-2.4848e+39,9.8659e+39,1.5783e+41,30.5
5.9,0.109,3.9596e+41,1.5348,0.61717,8.2997e+39,-3.4233e+39,1.3536e+40,1.9852e+41,29.5
5.9,0.129,5.0038e+41,1.5271,0.64761,1.4554e+40,-4.7163e+39,1.7403e+40,2.3876e+41,29.0
5.9,0.149,6.11e+41,1.5261,0.67421,2.2744e+40,-6.1123e+39,2.1627e+40,2.7829e+41,28.5
5.9,0.168,7.213e+41,1.5288,0.69667,3.32e+40,-7.4665e+39,2.5992e+40,3.1414e+41,28.0
5.9,0.188,8.4241e+41,1.534,0.71791,4.7802e+40,-8.9449e+39,3.0914e+40,3.4921e+41,27.5
5.9,0.208,9.6822e+41,1.5408,0.73711,5.8042e+40,-1.0412e+40,3.6197e+40,3.8948e+41,27.0
5.9,0.228,1.0985e+42,1.5486,0.75461,7.2324e+40,-1.2932e+40,4.1063e+40,4.2649e+41,27.0
5.9,0.248,1.2329e+42,1.5572,0.77067,8.974e+40,-1.4454e+40,4.6969e+40,4.6107e+41,26.5
5.9,0.267,1.3641e+42,1.5658,0.78478,1.0477e+41,-1.7164e+40,5.1963e+40,4.9604e+41,26.5
5.9,0.287,1.506e+42,1.5753,0.79859,1.2328e+41,-1.8648e+40,5.8486e+40,5.3076e+41,26.0
5.9,0.307,1.6511e+42,1.5849,0.81146,1.4941e+41,-2.1792e+40,6.4118e+40,5.5844e+41,26.0
5.9,0.327,1.7998e+42,1.5947,0.8235,1.6004e+41,-2.3156e+40,7.1282e+40,6.0214e+41,25.5
5.9,0.347,1.9515e+42,1.6046,0.83481,1.8829e+41,-2.6558e+40,7.7286e+40,6.2873e+41,25.5
5.9,0.366,2.0984e+42,1.614,0.84495,2.1466e+41,-2.7537e+40,8.4791e+40,6.5491e+41,25.0
5.9,0.386,2.2561e+42,1.6239,0.85505,2.2649e+41,-3.1151e+40,9.1157e+40,6.9882e+41,25.0
5.9,0.406,2.4164e+42,1.6338,0.86462,2.5789e+41,-3.4959e+40,9.7627e+40,7.236e+41,25.0
5.9,0.426,2.5793e+42,1.6437,0.87371,2.9064e+41,-3.5807e+40,1.0637e+41,7.4745e+41,24.5
5.9,0.446,2.7451e+42,1.6534,0.88237,3.076e+41,-3.9794e+40,1.132e+41,7.8747e+41,24.5
5.9,0.465,2.9048e+42,1.6627,0.89022,3.3141e+41,-4.3751e+40,1.1978e+41,8.1814e+41,24.5
5.9,0.485,3.075e+42,1.6723,0.89813,3.6658e+41,-4.8089e+40,1.2679e+41,8.4068e+41,24.5
5.9,0.505,3.248e+42,1.6818,0.90571,4.0289e+41,-4.8445e+40,1.3677e+41,8.6242e+41,24.0
5.9,0.525,3.4233e+42,1.6912,0.91297,4.3479e+41,-5.2915e+40,1.4414e+41,8.889e+41,24.0
5.9,0.545,3.6005e+42,1.7006,0.91995,4.4634e+41,-5.7555e+40,1.5159e+41,9.3605e+41,24.0
5.9,0.564,3.7707e+42,1.7093,0.92634,4.8265e+41,-6.2117e+40,1.5875e+41,9.558e+41,24.0
5.9,0.584,3.9524e+42,1.7185,0.93281,5.2181e+41,-6.1769e+40,1.7e+41,9.7593e+41,23.5
5.9,0.604,4.1361e+42,1.7275,0.93906,5.6191e+41,-6.6656e+40,1.779e+41,9.9541e+41,23.5
5.9,0.624,4.3216e+42,1.7364,0.94509,6.0291e+41,-7.1701e+40,1.8587e+41,1.0143e+42,23.5
5.9,0.644,4.5089e+42,1.7452,0.95093,6.2472e+41,-7.6901e+40,1.9391e+41,1.0526e+42,23.5
5.9,0.663,4.6884e+42,1.7535,0.95629,6.4491e+41,-7.5372e+40,2.061e+41,1.0898e+42,23.0
5.9,0.683,4.8799e+42,1.7621,0.96176,6.8721e+41,-8.0613e+40,2.1451e+41,1.1081e+42,23.0
5.9,0.703,5.073e+42,1.7706,0.96707,7.303e+41,-8.6003e+40,2.2299e+41,1.1259e+42,23.0
5.9,0.723,5.2678e+42,1.779,0.97222,7.7413e+41,-9.1541e+40,2.3153e+41,1.1432e+42,23.0
5.9,0.743,5.4641e+42,1.7873,0.97721,8.187e+41,-9.7223e+40,2.4015e+41,1.16e+42,23.0
5.9,0.762,5.6519e+42,1.7951,0.98183,8.6168e+41,-1.0275e+41,2.4839e+41,1.1755e+42,23.0
5.9,0.782,5.8515e+42,1.8032,0.98656,8.9106e+41,-1.0007e+41,2.63e+41,1.2079e+42,22.5
5.9,0.802,6.0532e+42,1.8112,0.99117,9.0665e+41,-1.0589e+41,2.7205e+41,1.2543e+42,22.5
5.9,0.822,6.2564e+42,1.8191,0.99565,9.5066e+41,-1.1185e+41,2.8117e+41,1.2725e+42,22.5
5.9,0.842,6.461e+42,1.8269,1.0,9.974e+41,-1.1794e+41,2.9035e+41,1.2882e+42,22.5
5.9,0.861,6.6565e+42,1.8342,1.0041,1.0424e+42,-1.2386e+41,2.9913e+41,1.3027e+42,22.5
5.9,0.881,6.8637e+42,1.8419,1.0082,1.0902e+42,-1.3021e+41,3.0842e+41,1.3176e+42,22.5
5.9,0.901,7.0722e+42,1.8494,1.0123,1.1387e+42,-1.367e+41,3.1778e+41,1.3322e+42,22.5
5.9,0.921,7.2828e+42,1.8569,1.0163,1.1877e+42,-1.3205e+41,3.3484e+41,1.3463e+42,22.0
5.9,0.941,7.4951e+42,1.8643,1.0201,1.2372e+42,-1.3849e+41,3.4458e+41,1.3602e+42,22.0
5.9,0.96,7.6979e+42,1.8712,1.0237,1.2764e+42,-1.4473e+41,3.5389e+41,1.3813e+42,22.0
5.9,0.98,7.9125e+42,1.8785,1.0275,1.2969e+42,-1.5141e+41,3.6375e+41,1.4245e+42,22.0
5.9,1.0,8.1284e+42,1.8856,1.0311,1.3245e+42,-1.5822e+41,3.7366e+41,1.4608e+42,22.0
6.1,0.01,1.2895e+40,3.8887,0.34046,-7.5413e+38,-4.0801e+37,3.2418e+38,1.0241e+40,40.0
6.1,0.03,6.1973e+40,2.178,0.41568,-2.026e+39,-3.0681e+38,1.7827e+39,4.2524e+40,35.0
6.1,0.05,1.2767e+41,1.7651,0.47698,-2.005e+39,-7.9297e+38,3.8973e+39,7.951e+40,33.0
6.1,0.069,2.0084e+41,1.6306,0.52391,-4.5912e+38,-1.3638e+39,6.426e+39,1.162e+41,31.5
6.1,0.089,2.8687e+41,1.5706,0.56486,3.113e+39,-2.1481e+39,9.4826e+39,1.5513e+41,30.5
6.1,0.109,3.807e+41,1.5432,0.59952,6.0564e+39,-3.2367e+39,1.2795e+40,1.9646e+41,30.0
6.1,0.129,4.8126e+41,1.5308,0.62945,1.2728e+40,-4.4632e+39,1.6451e+40,2.3551e+41,29.5
6.1,0.149,5.8785e+41,1.5263,0.65571,2.0253e+40,-5.3064e+39,2.0809e+40,2.7491e+41,28.5
6.1,0.168,6.9417e+41,1.5264,0.67795,2.7568e+40,-7.0844e+39,2.457e+40,3.1315e+41,28.5
6.1,0.188,8.1097e+41,1.5293,0.69903,3.5905e+40,-8.5007e+39,2.9222e+40,3.5368e+41,28.0
6.1,0.208,9.3236e+41,1.5341,0.71813,5.3052e+40,-9.9129e+39,3.4215e+40,3.8625e+41,27.5
6.1,0.228,1.058e+42,1.5402,0.73556,6.2335e+40,-1.1285e+40,3.9553e+40,4.2745e+41,27.0
6.1,0.248,1.1877e+42,1.5472,0.75159,8.0671e+40,-1.3772e+40,4.4399e+40,4.6029e+41,27.0
6.1,0.267,1.3144e+42,1.5544,0.76568,9.1278e+40,-1.5018e+40,5.0075e+40,4.9891e+41,26.5
6.1,0.287,1.4513e+42,1.5625,0.77949,1.1424e+41,-1.7792e+40,5.5285e+40,5.2836e+41,26.5
6.1,0.307,1.5915e+42,1.5709,0.79237,1.2364e+41,-1.9093e+40,6.181e+40,5.7193e+41,26.0
6.1,0.327,1.735e+42,1.5796,0.80443,1.4886e+41,-2.2127e+40,6.7379e+40,6.0022e+41,26.0
6.1,0.347,1.8814e+42,1.5884,0.81577,1.6632e+41,-2.3272e+40,7.452e+40,6.3676e+41,25.5
6.1,0.366,2.0236e+42,1.5968,0.82594,1.8327e+41,-2.6362e+40,8.0145e+40,6.7156e+41,25.5
6.1,0.386,2.1758e+42,1.6058,0.83607,2.1178e+41,-2.9798e+40,8.6166e+40,6.9796e+41,25.5
6.1,0.406,2.3306e+42,1.6147,0.84568,2.3728e+41,-3.0706e+40,9.4176e+40,7.278e+41,25.0
6.1,0.426,2.4884e+42,1.6237,0.85481,2.4945e+41,-3.4325e+40,1.0054e+41,7.7137e+41,25.0
6.1,0.446,2.6485e+42,1.6327,0.86351,2.8075e+41,-3.8119e+40,1.07e+41,7.9621e+41,25.0
6.1,0.465,2.8026e+42,1.6411,0.8714,3.1162e+41,-3.846e+40,1.1558e+41,8.1902e+41,24.5
6.1,0.485,2.9677e+42,1.65,0.87935,3.3795e+41,-4.2391e+40,1.2238e+41,8.4953e+41,24.5
6.1,0.505,3.1349e+42,1.6588,0.88697,3.5104e+41,-4.6487e+40,1.2927e+41,8.9364e+41,24.5
6.1,0.525,3.3041e+42,1.6676,0.89428,3.8569e+41,-5.0747e+40,1.3624e+41,9.1652e+41,24.5
6.1,0.545,3.4754e+42,1.6762,0.90129,4.2138e+41,-5.0713e+40,1.4635e+41,9.3867e+41,24.0
6.1,0.564,3.6406e+42,1.6844,0.90772,4.5624e+41,-5.4853e+40,1.5329e+41,9.5906e+41,24.0
6.1,0.584,3.8162e+42,1.6929,0.91423,4.8179e+41,-5.9362e+40,1.6068e+41,9.9194e+41,24.0
6.1,0.604,3.9937e+42,1.7014,0.92052,4.9655e+41,-6.4023e+40,1.6814e+41,1.0359e+42,24.0
6.1,0.624,4.1729e+42,1.7097,0.92659,5.3482e+41,-6.8835e+40,1.7568e+41,1.0566e+42,24.0
6.1,0.644,4.3545e+42,1.718,0.93246,5.7398e+41,-6.7946e+40,1.873e+41,1.0767e+42,23.5
6.1,0.663,4.5288e+42,1.7257,0.93786,6.1196e+41,-7.2569e+40,1.9479e+41,1.0953e+42,23.5
6.1,0.683,4.7138e+42,1.7338,0.94336,6.5274e+41,-7.7575e+40,2.0274e+41,1.1143e+42,23.5
6.1,0.703,4.9004e+42,1.7418,0.9487,6.8502e+41,-8.2723e+40,2.1075e+41,1.142e+42,23.5
6.1,0.723,5.0886e+42,1.7498,0.95388,6.9644e+41,-8.8011e+40,2.1883e+41,1.1909e+42,23.5
6.1,0.743,5.2788e+42,1.7576,0.95892,7.3448e+41,-8.5999e+40,2.3205e+41,1.2133e+42,23.0
6.1,0.762,5.4613e+42,1.765,0.96356,7.7496e+41,-9.1036e+40,2.4006e+41,1.2305e+42,23.0
6.1,0.782,5.6549e+42,1.7726,0.96833,8.1826e+41,-9.6468e+40,2.4856e+41,1.2481e+42,23.0
6.1,0.802,5.8498e+42,1.7802,0.97296,8.6223e+41,-1.0203e+41,2.5711e+41,1.2653e+42,23.0
6.1,0.822,6.0462e+42,1.7877,0.97747,9.0686e+41,-1.0773e+41,2.6573e+41,1.282e+42,23.0
6.1,0.842,6.2439e+42,1.7951,0.98187,9.5212e+41,-1.1356e+41,2.7441e+41,1.2983e+42,23.0
6.1,0.861,6.4333e+42,1.8021,0.98595,9.8167e+41,-1.0971e+41,2.8915e+41,1.3274e+42,22.5
6.1,0.881,6.6347e+42,1.8094,0.99014,9.973e+41,-1.155e+41,2.9819e+41,1.3737e+42,22.5
6.1,0.901,6.8374e+42,1.8166,0.99423,1.0336e+42,-1.2142e+41,3.0728e+41,1.3996e+42,22.5
6.1,0.921,7.0413e+42,1.8237,0.99823,1.08e+42,-1.2746e+41,3.1644e+41,1.4154e+42,22.5
6.1,0.941,7.2465e+42,1.8307,1.0021,1.1271e+42,-1.3363e+41,3.2565e+41,1.4309e+42,22.5
6.1,0.96,7.4426e+42,1.8373,1.0058,1.1723e+42,-1.396e+41,3.3444e+41,1.4452e+42,22.5
6.1,0.98,7.6501e+42,1.8442,1.0095,1.2204e+42,-1.46e+41,3.4376e+41,1.4599e+42,22.5
6.1,1.0,7.8588e+42,1.8511,1.0132,1.269e+42,-1.5252e+41,3.5312e+41,1.4744e+42,22.5
6.3,0.01,1.236e+40,4.046,0.33705,-7.4581e+38,-3.7747e+37,3.0685e+38,9.9108e+39,40.5
6.3,0.03,5.95e+40,2.2898,0.40601,-2.0296e+39,-2.8755e+38,1.6873e+39,4.1406e+40,35.5
6.3,0.05,1.2269e+41,1.8222,0.46408,-2.1141e+39,-7.4669e+38,3.6887e+39,7.7708e+40,33.5
6.3,0.069,1.9313e+41,1.6631,0.50919,-1.8235e+39,-1.2897e+39,6.0817e+39,1.1492e+41,32.0
6.3,0.089,2.7601e+41,1.5896,0.54893,8.0666e+37,-2.0364e+39,8.9746e+39,1.5476e+41,31.0
6.3,0.109,3.6641e+41,1.5543,0.58278,5.0849e+39,-3.0694e+39,1.211e+40,1.9327e+41,30.5
6.3,0.129,4.634e+41,1.5369,0.61215,1.1231e+40,-3.8894e+39,1.5842e+40,2.3208e+41,29.5
6.3,0.149,5.6622e+41,1.5287,0.63802,1.8184e+40,-5.0568e+39,1.9694e+40,2.713e+41,29.0
6.3,0.168,6.6879e+41,1.5261,0.66,2.4945e+40,-6.188e+39,2.3674e+40,3.0937e+41,28.5
6.3,0.188,7.8145e+41,1.5266,0.68089,3.2567e+40,-7.4227e+39,2.8162e+40,3.4985e+41,28.0
6.3,0.208,8.9867e+41,1.5294,0.69985,4.0176e+40,-9.4619e+39,3.2383e+40,3.9118e+41,28.0
6.3,0.228,1.02e+42,1.5338,0.7172,5.7416e+40,-1.0793e+40,3.7433e+40,4.2365e+41,27.5
6.3,0.248,1.1452e+42,1.5392,0.73316,6.5642e+40,-1.3155e+40,4.2022e+40,4.6582e+41,27.5
6.3,0.267,1.2677e+42,1.5451,0.74722,8.4613e+40,-1.4378e+40,4.739e+40,4.9533e+41,27.0
6.3,0.287,1.3998e+42,1.5519,0.76101,9.2826e+40,-1.5608e+40,5.3331e+40,5.3874e+41,26.5
6.3,0.307,1.5355e+42,1.5591,0.77389,1.1511e+41,-1.8304e+40,5.8495e+40,5.6863e+41,26.5
6.3,0.327,1.6741e+42,1.5666,0.78596,1.272e+41,-2.1191e+40,6.3769e+40,6.0926e+41,26.5
6.3,0.347,1.8159e+42,1.5744,0.79731,1.4712e+41,-2.2347e+40,7.0522e+40,6.4254e+41,26.0
6.3,0.366,1.9531e+42,1.5819,0.80749,1.7159e+41,-2.5292e+40,7.5848e+40,6.6905e+41,26.0
6.3,0.386,2.1002e+42,1.5899,0.81765,1.8304e+41,-2.6236e+40,8.3185e+40,7.1171e+41,25.5
6.3,0.406,2.2503e+42,1.598,0.82729,2.0585e+41,-2.9518e+40,8.9121e+40,7.4342e+41,25.5
6.3,0.426,2.4026e+42,1.6061,0.83645,2.3449e+41,-3.297e+40,9.515e+40,7.6972e+41,25.5
6.3,0.446,2.5574e+42,1.6143,0.84518,2.6114e+41,-3.3612e+40,1.0334e+41,7.9839e+41,25.0
6.3,0.465,2.707e+42,1.622,0.8531,2.6831e+41,-3.703e+40,1.0938e+41,8.4411e+41,25.0
6.3,0.485,2.8665e+42,1.6302,0.86109,2.993e+41,-4.0783e+40,1.1581e+41,8.6915e+41,25.0
