B,p10,Mint,Mniint,max_LC,skew,CV_LC,mad,aslope,bslope,median,time
1,15,5,0.5,3.8075e+42,1.8013,0.98581,5.8718e+41,-6.9784e+40,1.6908e+41,7.7977e+41,22.77
1,15,5,0.6,4.8577e+42,1.8611,1.0187,7.9643e+41,-8.822e+40,2.2567e+41,8.898e+41,21.78
1,15,5,0.8,7.1204e+42,1.9664,1.0697,1.2594e+42,-1.5179e+41,3.3847e+41,1.0857e+42,21.285
1,15,7,0.1,2.8618e+41,1.6598,0.51094,-2.7368e+39,-1.883e+39,9.1054e+39,1.7005e+41,31.68
1,15,7,0.3,1.3209e+42,1.5291,0.70065,6.1651e+40,-1.37e+40,4.8093e+40,5.7201e+41,27.72
1,15,7,0.4,1.9623e+42,1.5483,0.75515,1.3482e+41,-2.2772e+40,7.4117e+40,7.5592e+41,26.73
1,15,7,0.5,2.6635e+42,1.574,0.7977,2.1365e+41,-3.2297e+40,1.0452e+41,9.4442e+41,25.74
1,15,7,0.6,3.4156e+42,1.6018,0.83241,3.2091e+41,-4.5271e+40,1.3668e+41,1.1128e+42,25.245
1,15,7,0.8,5.0474e+42,1.658,0.88678,5.6395e+41,-7.3814e+40,2.1031e+41,1.4408e+42,24.255
1,15,10,0.1,1.8361e+41,2.593,0.38644,-7.5969e+39,-7.8727e+38,5.1151e+39,1.325e+41,36.135
1,15,10,0.3,8.6827e+41,1.6496,0.51533,-6.1121e+39,-5.9066e+39,2.7625e+40,5.113e+41,31.68
1,15,10,0.4,1.299e+42,1.575,0.56095,8.5952e+39,-1.0121e+40,4.2674e+40,7.1108e+41,30.69
1,15,10,0.5,1.7732e+42,1.5434,0.5989,2.4737e+40,-1.4696e+40,6.0217e+40,9.1938e+41,29.7
1,15,10,0.6,2.2847e+42,1.5301,0.63125,5.9823e+40,-2.0986e+40,7.8909e+40,1.1166e+42,29.205
1,15,10,0.8,3.4024e+42,1.5266,0.68413,1.4469e+41,-3.5248e+40,1.2168e+41,1.5151e+42,28.215
2,15,0.4,0.1,3.4515e+42,5.8304,1.8792,4.6724e+41,-2.19e+41,4.1525e+41,3.0973e+40,8.415
2,15,0.4,0.3,1.1958e+43,7.5161,2.1266,1.3312e+42,-8.9339e+41,1.7278e+42,7.143e+40,6.93
2,15,0.4,0.4,1.64e+43,8.1242,2.205,1.715e+42,-1.2693e+42,2.5444e+42,9.1149e+40,6.435
2,15,0.4,0.5,2.0855e+43,8.6574,2.2696,2.0745e+42,-1.6469e+42,3.5011e+42,1.107e+41,5.94
2,15,0.4,0.6,2.539e+43,9.1365,2.3247,2.4135e+42,-2.0791e+42,4.2318e+42,1.3009e+41,5.94
2,15,0.4,0.8,3.4407e+43,9.9782,2.4158,3.0416e+42,-2.8998e+42,6.225e+42,1.6846e+41,5.445
2,15,0.5,0.1,3.0738e+42,5.1679,1.7796,4.5271e+41,-1.8727e+41,3.1441e+41,3.473e+40,9.9
2,15,0.5,0.3,1.0919e+43,6.5457,1.9978,1.3527e+42,-7.6263e+41,1.3893e+42,7.8032e+40,7.92
2,15,0.5,0.4,1.5086e+43,7.0307,2.0674,1.7674e+42,-1.095e+42,2.0431e+42,9.8084e+40,7.425
2,15,0.5,0.5,1.932e+43,7.4556,2.1252,2.1616e+42,-1.4344e+42,2.8016e+42,1.1796e+41,6.93
2,15,0.5,0.6,2.36e+43,7.838,2.1749,2.5379e+42,-1.8277e+42,3.4039e+42,1.377e+41,6.93
2,15,0.5,0.8,3.2269e+43,8.5121,2.2576,3.2448e+42,-2.5882e+42,4.9947e+42,1.7684e+41,6.435
2,15,1,0.1,1.9693e+42,3.4862,1.4928,3.6462e+41,-8.4528e+40,1.4425e+41,5.2819e+40,13.86
2,15,1,0.3,7.5451e+42,4.3644,1.6611,1.2353e+42,-3.9594e+41,6.7314e+41,1.1743e+41,11.385
2,15,1,0.4,1.0647e+43,4.6354,1.7102,1.6805e+42,-5.9285e+41,9.9248e+41,1.4165e+41,10.89
2,15,1,0.5,1.3873e+43,4.8632,1.7506,2.1233e+42,-7.9766e+41,1.3547e+42,1.6413e+41,10.395
2,15,1,0.6,1.7185e+43,5.0632,1.7853,2.5617e+42,-1.0043e+42,1.7628e+42,1.8566e+41,9.9
2,15,1,0.8,2.4049e+43,5.4089,1.8435,3.4156e+42,-1.4844e+42,2.5945e+42,2.3357e+41,9.405
2,15,2,0.1,1.1053e+42,2.2503,1.1797,2.2014e+41,-2.8568e+40,5.7984e+40,1.0457e+41,19.305
2,15,2,0.3,4.5584e+42,2.8527,1.3559,9.2343e+41,-1.5998e+41,2.8299e+41,1.9275e+41,16.335
2,15,2,0.4,6.5618e+42,3.0363,1.4009,1.2947e+42,-2.3857e+41,4.34e+41,2.3948e+41,15.345
2,15,2,0.5,8.6875e+42,3.1866,1.436,1.685e+42,-3.3643e+41,5.9381e+41,2.7474e+41,14.85
2,15,2,0.6,1.091e+43,3.3149,1.4649,2.0823e+42,-4.3802e+41,7.7167e+41,3.08e+41,14.355
2,15,2,0.8,1.5592e+43,3.5285,1.5113,2.8919e+42,-6.859e+41,1.1419e+42,3.6896e+41,13.86
2,15,3,0.1,7.4313e+41,1.7764,0.97027,1.0825e+41,-1.2669e+40,3.3005e+40,1.6274e+41,22.77
2,15,3,0.3,3.1905e+42,2.198,1.1623,6.2961e+41,-7.5811e+40,1.6742e+41,3.2524e+41,19.305
2,15,3,0.4,4.6443e+42,2.3375,1.2103,9.5141e+41,-1.2679e+41,2.5011e+41,3.7121e+41,18.81
2,15,3,0.5,6.2015e+42,2.4535,1.2471,1.2737e+42,-1.7046e+41,3.5282e+41,4.2685e+41,17.82
2,15,3,0.6,7.8454e+42,2.5534,1.2769,1.626e+42,-2.2742e+41,4.5922e+41,4.6031e+41,17.325
2,15,3,0.8,1.1346e+43,2.7203,1.3237,2.323e+42,-3.719e+41,6.8356e+41,5.5189e+41,16.83
2,15,5,0.1,4.2581e+41,1.5264,0.68336,1.7927e+40,-4.3899e+39,1.5228e+40,1.8995e+41,28.215
2,15,5,0.3,1.9142e+42,1.6636,0.89149,2.1865e+41,-2.8627e+40,7.9756e+40,5.3798e+41,24.255
2,15,5,0.4,2.8223e+42,1.7357,0.9449,3.9197e+41,-4.624e+40,1.2265e+41,6.6444e+41,23.265
2,15,5,0.5,3.8075e+42,1.8013,0.98568,5.8717e+41,-6.9782e+40,1.6908e+41,7.7989e+41,22.77
2,15,5,0.6,4.8578e+42,1.8611,1.0186,7.9642e+41,-8.8217e+40,2.2568e+41,8.8993e+41,21.78
2,15,5,0.8,7.1205e+42,1.9664,1.0697,1.2595e+42,-1.5179e+41,3.3848e+41,1.0857e+42,21.285
2,15,7,0.1,2.862e+41,1.6604,0.51069,-2.697e+39,-1.882e+39,9.1059e+39,1.7006e+41,31.68
2,15,7,0.3,1.3209e+42,1.5291,0.70052,6.1715e+40,-1.3698e+40,4.8094e+40,5.7201e+41,27.72
2,15,7,0.4,1.9623e+42,1.5483,0.75504,1.3489e+41,-2.2771e+40,7.4118e+40,7.5592e+41,26.73
2,15,7,0.5,2.6635e+42,1.574,0.7976,2.1364e+41,-3.2296e+40,1.0452e+41,9.4451e+41,25.74
2,15,7,0.6,3.4156e+42,1.6018,0.83233,3.209e+41,-4.5269e+40,1.3668e+41,1.1129e+42,25.245
2,15,7,0.8,5.0474e+42,1.658,0.88671,5.6405e+41,-7.3812e+40,2.1031e+41,1.4408e+42,24.255
2,15,10,0.1,1.8362e+41,2.5952,0.38632,-7.6072e+39,-7.866e+38,5.1154e+39,1.3254e+41,36.135
2,15,10,0.3,8.6828e+41,1.6497,0.51525,-6.1228e+39,-5.9056e+39,2.7625e+40,5.1136e+41,31.68
2,15,10,0.4,1.299e+42,1.5751,0.56087,8.5845e+39,-1.012e+40,4.2674e+40,7.1114e+41,30.69
2,15,10,0.5,1.7733e+42,1.5435,0.59884,2.4727e+40,-1.4695e+40,6.0217e+40,9.1944e+41,29.7
2,15,10,0.6,2.2847e+42,1.5301,0.6312,5.9812e+40,-2.0984e+40,7.891e+40,1.1167e+42,29.205
2,15,10,0.8,3.4024e+42,1.5266,0.68409,1.4468e+41,-3.5246e+40,1.2168e+41,1.5152e+42,28.215
3,15,0.4,0.1,3.4516e+42,5.8307,1.8775,4.6717e+41,-2.1898e+41,4.1526e+41,3.1447e+40,8.415
3,15,0.4,0.3,1.1958e+43,7.5162,2.1259,1.3312e+42,-8.9336e+41,1.7279e+42,7.1902e+40,6.93
3,15,0.4,0.4,1.6401e+43,8.1243,2.2044,1.715e+42,-1.2693e+42,2.5444e+42,9.1621e+40,6.435
3,15,0.4,0.5,2.0855e+43,8.6574,2.2691,2.0744e+42,-1.6469e+42,3.5011e+42,1.1117e+41,5.94
3,15,0.4,0.6,2.5391e+43,9.1365,2.3243,2.4134e+42,-2.0791e+42,4.2318e+42,1.3056e+41,5.94
3,15,0.4,0.8,3.4407e+43,9.9782,2.4154,3.0416e+42,-2.8997e+42,6.2251e+42,1.6893e+41,5.445
3,15,0.5,0.1,3.0739e+42,5.1681,1.7779,4.5263e+41,-1.8725e+41,3.1442e+41,3.5204e+40,9.9
3,15,0.5,0.3,1.0919e+43,6.5458,1.9972,1.3526e+42,-7.6261e+41,1.3893e+42,7.8506e+40,7.92
3,15,0.5,0.4,1.5086e+43,7.0308,2.0669,1.7674e+42,-1.0949e+42,2.0432e+42,9.8557e+40,7.425
3,15,0.5,0.5,1.932e+43,7.4556,2.1248,2.1616e+42,-1.4344e+42,2.8016e+42,1.1843e+41,6.93
3,15,0.5,0.6,2.36e+43,7.838,2.1745,2.5378e+42,-1.8277e+42,3.4039e+42,1.3817e+41,6.93
3,15,0.5,0.8,3.2269e+43,8.5122,2.2573,3.2447e+42,-2.5882e+42,4.9948e+42,1.7731e+41,6.435
3,15,1,0.1,1.9694e+42,3.4866,1.4912,3.6452e+41,-8.4516e+40,1.4426e+41,5.3255e+40,13.86
3,15,1,0.3,7.5452e+42,4.3645,1.6606,1.2352e+42,-3.9592e+41,6.7315e+41,1.179e+41,11.385
3,15,1,0.4,1.0647e+43,4.6355,1.7098,1.6804e+42,-5.9283e+41,9.9249e+41,1.4212e+41,10.89
3,15,1,0.5,1.3873e+43,4.8633,1.7502,2.1232e+42,-7.9764e+41,1.3547e+42,1.646e+41,10.395
3,15,1,0.6,1.7185e+43,5.0632,1.785,2.5616e+42,-1.0043e+42,1.7628e+42,1.8613e+41,9.9
3,15,1,0.8,2.4049e+43,5.4089,1.8433,3.4155e+42,-1.4843e+42,2.5945e+42,2.3404e+41,9.405
3,15,2,0.1,1.1053e+42,2.2507,1.1784,2.201e+41,-2.8561e+40,5.7987e+40,1.0486e+41,19.305
3,15,2,0.3,4.5585e+42,2.8528,1.3554,9.2336e+41,-1.5997e+41,2.8299e+41,1.9313e+41,16.335
3,15,2,0.4,6.5619e+42,3.0364,1.4005,1.2946e+42,-2.3856e+41,4.3401e+41,2.3987e+41,15.345
3,15,2,0.5,8.6875e+42,3.1867,1.4357,1.6849e+42,-3.3642e+41,5.9382e+41,2.7514e+41,14.85
3,15,2,0.6,1.091e+43,3.315,1.4646,2.0822e+42,-4.3801e+41,7.7167e+41,3.0842e+41,14.355
3,15,2,0.8,1.5592e+43,3.5285,1.5111,2.8918e+42,-6.8589e+41,1.1419e+42,3.694e+41,13.86
3,15,3,0.1,7.4317e+41,1.7767,0.96924,1.0822e+41,-1.2665e+40,3.3007e+40,1.6294e+41,22.77
3,15,3,0.3,3.1905e+42,2.1982,1.1619,6.2985e+41,-7.5805e+40,1.6742e+41,3.2524e+41,19.305
3,15,3,0.4,4.6444e+42,2.3376,1.21,9.5136e+41,-1.2679e+41,2.5011e+41,3.7151e+41,18.81
3,15,3,0.5,6.2016e+42,2.4536,1.2468,1.2737e+42,-1.7045e+41,3.5283e+41,4.2717e+41,17.82
3,15,3,0.6,7.8455e+42,2.5535,1.2767,1.626e+42,-2.2741e+41,4.5922e+41,4.6065e+41,17.325
3,15,3,0.8,1.1346e+43,2.7203,1.3235,2.3229e+42,-3.719e+41,6.8356e+41,5.5225e+41,16.83
3,15,5,0.1,4.2584e+41,1.5266,0.68273,1.7909e+40,-4.3875e+39,1.5229e+40,1.9007e+41,28.215
3,15,5,0.3,1.9142e+42,1.6637,0.89118,2.1863e+41,-2.8623e+40,7.9758e+40,5.3816e+41,24.255
3,15,5,0.4,2.8223e+42,1.7357,0.94466,3.9195e+41,-4.6236e+40,1.2265e+41,6.6464e+41,23.265
3,15,5,0.5,3.8075e+42,1.8014,0.98547,5.8715e+41,-6.9778e+40,1.6908e+41,7.801e+41,22.77
3,15,5,0.6,4.8578e+42,1.8612,1.0184,7.9639e+41,-8.8213e+40,2.2568e+41,8.9015e+41,21.78
3,15,5,0.8,7.1205e+42,1.9664,1.0695,1.2597e+42,-1.5178e+41,3.3848e+41,1.0858e+42,21.285
3,15,7,0.1,2.8622e+41,1.6613,0.51029,-2.6311e+39,-1.8804e+39,9.1067e+39,1.7006e+41,31.68
3,15,7,0.3,1.321e+42,1.5291,0.7003,6.1821e+40,-1.3696e+40,4.8095e+40,5.7202e+41,27.72
3,15,7,0.4,1.9624e+42,1.5483,0.75486,1.3501e+41,-2.2768e+40,7.4119e+40,7.5593e+41,26.73
3,15,7,0.5,2.6635e+42,1.574,0.79745,2.1362e+41,-3.2293e+40,1.0452e+41,9.4466e+41,25.74
3,15,7,0.6,3.4156e+42,1.6018,0.83219,3.2088e+41,-4.5265e+40,1.3668e+41,1.113e+42,25.245
3,15,7,0.8,5.0475e+42,1.658,0.8866,5.642e+41,-7.3808e+40,2.1031e+41,1.4408e+42,24.255
3,15,10,0.1,1.8364e+41,2.5989,0.38611,-7.6243e+39,-7.8549e+38,5.1159e+39,1.326e+41,36.135
3,15,10,0.3,8.6831e+41,1.65,0.51511,-6.1405e+39,-5.9039e+39,2.7626e+40,5.1144e+41,31.68
3,15,10,0.4,1.299e+42,1.5752,0.56076,8.5666e+39,-1.0118e+40,4.2675e+40,7.1123e+41,30.69
3,15,10,0.5,1.7733e+42,1.5435,0.59873,2.471e+40,-1.4693e+40,6.0218e+40,9.1954e+41,29.7
3,15,10,0.6,2.2847e+42,1.5301,0.6311,5.9795e+40,-2.0982e+40,7.8911e+40,1.1168e+42,29.205
3,15,10,0.8,3.4025e+42,1.5266,0.68401,1.4467e+41,-3.5244e+40,1.2168e+41,1.5153e+42,28.215
5.5,15,0.4,0.1,3.4521e+42,5.8315,1.8703,4.6688e+41,-2.1888e+41,4.1532e+41,3.3416e+40,8.415
5.5,15,0.4,0.3,1.1958e+43,7.5164,2.123,1.331e+42,-8.9324e+41,1.7279e+42,7.3864e+40,6.93
5.5,15,0.4,0.4,1.6401e+43,8.1244,2.2021,1.7148e+42,-1.2692e+42,2.5445e+42,9.358e+40,6.435
5.5,15,0.4,0.5,2.0856e+43,8.6575,2.2671,2.0742e+42,-1.6468e+42,3.5012e+42,1.1313e+41,5.94
5.5,15,0.4,0.6,2.5391e+43,9.1366,2.3225,2.4133e+42,-2.079e+42,4.2319e+42,1.3252e+41,5.94
5.5,15,0.4,0.8,3.4408e+43,9.9783,2.414,3.0414e+42,-2.8996e+42,6.2252e+42,1.7088e+41,5.445
5.5,15,0.5,0.1,3.0743e+42,5.1692,1.7711,4.5228e+41,-1.8716e+41,3.1447e+41,3.7175e+40,9.9
5.5,15,0.5,0.3,1.092e+43,6.546,1.9945,1.3524e+42,-7.625e+41,1.3894e+42,8.0472e+40,7.92
5.5,15,0.5,0.4,1.5087e+43,7.031,2.0648,1.7671e+42,-1.0948e+42,2.0432e+42,1.0052e+41,7.425
5.5,15,0.5,0.5,1.9321e+43,7.4558,2.123,2.1613e+42,-1.4343e+42,2.8017e+42,1.2039e+41,6.93
5.5,15,0.5,0.6,2.36e+43,7.8381,2.1729,2.5376e+42,-1.8276e+42,3.404e+42,1.4013e+41,6.93
5.5,15,0.5,0.8,3.2269e+43,8.5123,2.256,3.2445e+42,-2.588e+42,4.9948e+42,1.7927e+41,6.435
5.5,15,1,0.1,1.9697e+42,3.4882,1.4849,3.641e+41,-8.4466e+40,1.4429e+41,5.5073e+40,13.86
5.5,15,1,0.3,7.5456e+42,4.365,1.6583,1.2348e+42,-3.9586e+41,6.7319e+41,1.1985e+41,11.385
5.5,15,1,0.4,1.0648e+43,4.6358,1.708,1.68e+42,-5.9276e+41,9.9253e+41,1.4408e+41,10.89
5.5,15,1,0.5,1.3873e+43,4.8636,1.7488,2.1229e+42,-7.9756e+41,1.3547e+42,1.6657e+41,10.395
5.5,15,1,0.6,1.7185e+43,5.0634,1.7838,2.5612e+42,-1.0042e+42,1.7628e+42,1.881e+41,9.9
5.5,15,1,0.8,2.405e+43,5.4091,1.8423,3.4152e+42,-1.4843e+42,2.5946e+42,2.3601e+41,9.405
5.5,15,2,0.1,1.1056e+42,2.2523,1.1731,2.1992e+41,-2.8535e+40,5.7999e+40,1.0606e+41,19.305
5.5,15,2,0.3,4.5588e+42,2.8534,1.3534,9.2304e+41,-1.5993e+41,2.8301e+41,1.9469e+41,16.335
5.5,15,2,0.4,6.5622e+42,3.0369,1.399,1.2943e+42,-2.3852e+41,4.3403e+41,2.4151e+41,15.345
5.5,15,2,0.5,8.6879e+42,3.187,1.4344,1.6845e+42,-3.3638e+41,5.9384e+41,2.7685e+41,14.85
5.5,15,2,0.6,1.091e+43,3.3153,1.4635,2.0818e+42,-4.3796e+41,7.7169e+41,3.1017e+41,14.355
5.5,15,2,0.8,1.5592e+43,3.5287,1.5103,2.8914e+42,-6.8584e+41,1.1419e+42,3.7121e+41,13.86
5.5,15,3,0.1,7.4335e+41,1.7777,0.96504,1.0813e+41,-1.2648e+40,3.3015e+40,1.6378e+41,22.77
5.5,15,3,0.3,3.1908e+42,2.1987,1.1602,6.3085e+41,-7.578e+40,1.6744e+41,3.2525e+41,19.305
5.5,15,3,0.4,4.6446e+42,2.338,1.2086,9.5116e+41,-1.2676e+41,2.5013e+41,3.7278e+41,18.81
5.5,15,3,0.5,6.2018e+42,2.454,1.2457,1.2735e+42,-1.7042e+41,3.5284e+41,4.285e+41,17.82
5.5,15,3,0.6,7.8458e+42,2.5537,1.2757,1.6257e+42,-2.2738e+41,4.5924e+41,4.6205e+41,17.325
5.5,15,3,0.8,1.1346e+43,2.7206,1.3228,2.3227e+42,-3.7186e+41,6.8358e+41,5.5373e+41,16.83
5.5,15,5,0.1,4.2598e+41,1.5271,0.68013,1.7834e+40,-4.3773e+39,1.5234e+40,1.9059e+41,28.215
5.5,15,5,0.3,1.9144e+42,1.664,0.88993,2.1855e+41,-2.8608e+40,7.9765e+40,5.389e+41,24.255
5.5,15,5,0.4,2.8225e+42,1.736,0.94364,3.9186e+41,-4.622e+40,1.2266e+41,6.6545e+41,23.265
5.5,15,5,0.5,3.8077e+42,1.8016,0.98461,5.8705e+41,-6.976e+40,1.6909e+41,7.8097e+41,22.77
5.5,15,5,0.6,4.858e+42,1.8614,1.0176,7.9628e+41,-8.8194e+40,2.2569e+41,8.9107e+41,21.78
5.5,15,5,0.8,7.1207e+42,1.9666,1.0689,1.2606e+42,-1.5176e+41,3.3849e+41,1.0858e+42,21.285
5.5,15,7,0.1,2.8632e+41,1.665,0.50863,-2.3585e+39,-1.8734e+39,9.1099e+39,1.7008e+41,31.68
5.5,15,7,0.3,1.3211e+42,1.5293,0.6994,6.2262e+40,-1.3685e+40,4.81e+40,5.7203e+41,27.72
5.5,15,7,0.4,1.9625e+42,1.5484,0.75411,1.355e+41,-2.2756e+40,7.4125e+40,7.5594e+41,26.73
5.5,15,7,0.5,2.6637e+42,1.5741,0.7968,2.1354e+41,-3.228e+40,1.0453e+41,9.4529e+41,25.74
5.5,15,7,0.6,3.4158e+42,1.6019,0.83161,3.208e+41,-4.5252e+40,1.3669e+41,1.1137e+42,25.245
5.5,15,7,0.8,5.0476e+42,1.6581,0.88613,5.6484e+41,-7.3793e+40,2.1032e+41,1.4408e+42,24.255
5.5,15,10,0.1,1.8372e+41,2.6141,0.38525,-7.696e+39,-7.8087e+38,5.1181e+39,1.3285e+41,36.135
5.5,15,10,0.3,8.6841e+41,1.6512,0.51455,-6.2152e+39,-5.8969e+39,2.7629e+40,5.1181e+41,31.68
5.5,15,10,0.4,1.2991e+42,1.5757,0.56027,8.491e+39,-1.011e+40,4.2679e+40,7.1164e+41,30.69
5.5,15,10,0.5,1.7734e+42,1.5438,0.5983,2.4636e+40,-1.4684e+40,6.0222e+40,9.1998e+41,29.7
5.5,15,10,0.6,2.2848e+42,1.5303,0.63071,5.972e+40,-2.0973e+40,7.8915e+40,1.1173e+42,29.205
5.5,15,10,0.8,3.4026e+42,1.5266,0.68368,1.4459e+41,-3.5234e+40,1.2168e+41,1.5159e+42,28.215
10,15,0.4,0.1,3.4536e+42,5.833,1.8492,4.6595e+41,-2.1857e+41,4.1551e+41,3.9388e+40,8.415
10,15,0.4,0.3,1.196e+43,7.5167,2.1144,1.3303e+42,-8.9288e+41,1.7282e+42,7.98e+40,6.93
10,15,0.4,0.4,1.6403e+43,8.1246,2.1951,1.7141e+42,-1.2688e+42,2.5448e+42,9.9507e+40,6.435
10,15,0.4,0.5,2.0857e+43,8.6577,2.2612,2.0736e+42,-1.6464e+42,3.5015e+42,1.1904e+41,5.94
10,15,0.4,0.6,2.5393e+43,9.1368,2.3173,2.4127e+42,-2.0786e+42,4.2322e+42,1.3843e+41,5.94
10,15,0.4,0.8,3.4409e+43,9.9784,2.4097,3.0408e+42,-2.8992e+42,6.2255e+42,1.7679e+41,5.445
10,15,0.5,0.1,3.0759e+42,5.1715,1.7509,4.5119e+41,-1.8689e+41,3.1463e+41,4.3159e+40,9.9
10,15,0.5,0.3,1.0922e+43,6.5465,1.9866,1.3515e+42,-7.6217e+41,1.3896e+42,8.6431e+40,7.92
10,15,0.5,0.4,1.5088e+43,7.0313,2.0585,1.7663e+42,-1.0945e+42,2.0435e+42,1.0647e+41,7.425
10,15,0.5,0.5,1.9323e+43,7.4561,2.1177,2.1606e+42,-1.4339e+42,2.8019e+42,1.2634e+41,6.93
10,15,0.5,0.6,2.3602e+43,7.8384,2.1683,2.5369e+42,-1.8272e+42,3.4043e+42,1.4607e+41,6.93
10,15,0.5,0.8,3.2271e+43,8.5124,2.2523,3.2439e+42,-2.5876e+42,4.9951e+42,1.852e+41,6.435
10,15,1,0.1,1.9708e+42,3.4927,1.4665,3.6274e+41,-8.4308e+40,1.4437e+41,6.0641e+40,13.86
10,15,1,0.3,7.5469e+42,4.3662,1.6516,1.2335e+42,-3.9564e+41,6.733e+41,1.258e+41,11.385
10,15,1,0.4,1.0649e+43,4.6367,1.7028,1.6788e+42,-5.9253e+41,9.9266e+41,1.5006e+41,10.89
10,15,1,0.5,1.3875e+43,4.8642,1.7445,2.1216e+42,-7.9732e+41,1.3549e+42,1.7255e+41,10.395
10,15,1,0.6,1.7187e+43,5.064,1.7801,2.56e+42,-1.0039e+42,1.7629e+42,1.9409e+41,9.9
10,15,1,0.8,2.4051e+43,5.4094,1.8395,3.4141e+42,-1.484e+42,2.5947e+42,2.42e+41,9.405
10,15,2,0.1,1.1063e+42,2.2568,1.1576,2.1931e+41,-2.8452e+40,5.804e+40,1.0976e+41,19.305
10,15,2,0.3,4.5597e+42,2.8551,1.3475,9.2198e+41,-1.5981e+41,2.8307e+41,1.995e+41,16.335
10,15,2,0.4,6.5631e+42,3.0381,1.3944,1.2931e+42,-2.3839e+41,4.3409e+41,2.4656e+41,15.345
10,15,2,0.5,8.6889e+42,3.188,1.4307,1.6833e+42,-3.3624e+41,5.9391e+41,2.8209e+41,14.85
10,15,2,0.6,1.0911e+43,3.316,1.4604,2.0805e+42,-4.3782e+41,7.7177e+41,3.1555e+41,14.355
10,15,2,0.8,1.5594e+43,3.5293,1.5079,2.89e+42,-6.8568e+41,1.142e+42,3.7678e+41,13.86
10,15,3,0.1,7.4394e+41,1.7807,0.95266,1.0779e+41,-1.2593e+40,3.3041e+40,1.6639e+41,22.77
10,15,3,0.3,3.1915e+42,2.2002,1.155,6.3384e+41,-7.5701e+40,1.6747e+41,3.2527e+41,19.305
10,15,3,0.4,4.6454e+42,2.3392,1.2046,9.5046e+41,-1.2667e+41,2.5017e+41,3.7667e+41,18.81
10,15,3,0.5,6.2026e+42,2.4549,1.2424,1.2727e+42,-1.7033e+41,3.5289e+41,4.326e+41,17.82
10,15,3,0.6,7.8466e+42,2.5546,1.2729,1.6248e+42,-2.2728e+41,4.5929e+41,4.6635e+41,17.325
10,15,3,0.8,1.1347e+43,2.7212,1.3205,2.3217e+42,-3.7175e+41,6.8363e+41,5.583e+41,16.83
10,15,5,0.1,4.264e+41,1.5289,0.67248,1.7583e+40,-4.3459e+39,1.5249e+40,1.9217e+41,28.215
10,15,5,0.3,1.9149e+42,1.6647,0.88619,2.1826e+41,-2.8562e+40,7.9787e+40,5.4116e+41,24.255
10,15,5,0.4,2.8231e+42,1.7366,0.94061,3.9153e+41,-4.6168e+40,1.2268e+41,6.6794e+41,23.265
10,15,5,0.5,3.8083e+42,1.8022,0.98204,5.8669e+41,-6.9703e+40,1.6912e+41,7.8365e+41,22.77
10,15,5,0.6,4.8586e+42,1.862,1.0154,7.959e+41,-8.8135e+40,2.2572e+41,8.9389e+41,21.78
10,15,5,0.8,7.1214e+42,1.9671,1.0671,1.2632e+42,-1.517e+41,3.3852e+41,1.0858e+42,21.285
10,15,7,0.1,2.8664e+41,1.6767,0.50378,-1.5389e+39,-1.8521e+39,9.1202e+39,1.7014e+41,31.68
10,15,7,0.3,1.3215e+42,1.5298,0.69673,6.3587e+40,-1.3653e+40,4.8115e+40,5.7208e+41,27.72
10,15,7,0.4,1.963e+42,1.5488,0.75188,1.3699e+41,-2.272e+40,7.4142e+40,7.5599e+41,26.73
10,15,7,0.5,2.6641e+42,1.5744,0.79487,2.1328e+41,-3.2241e+40,1.0454e+41,9.4722e+41,25.74
10,15,7,0.6,3.4163e+42,1.6022,0.82991,3.2053e+41,-4.521e+40,1.3671e+41,1.1157e+42,25.245
10,15,7,0.8,5.0482e+42,1.6584,0.88474,5.6675e+41,-7.3747e+40,2.1034e+41,1.4409e+42,24.255
10,15,10,0.1,1.8396e+41,2.6595,0.38275,-7.8532e+39,-7.6674e+38,5.1249e+39,1.3355e+41,36.135
10,15,10,0.3,8.6874e+41,1.6547,0.51289,-6.4546e+39,-5.8753e+39,2.764e+40,5.1294e+41,31.68
10,15,10,0.4,1.2995e+42,1.5772,0.55884,8.2459e+39,-1.0086e+40,4.269e+40,7.1289e+41,30.69
10,15,10,0.5,1.7738e+42,1.5445,0.59703,2.4396e+40,-1.4658e+40,6.0235e+40,9.2133e+41,29.7
10,15,10,0.6,2.2852e+42,1.5307,0.62957,5.9472e+40,-2.0945e+40,7.8928e+40,1.1187e+42,29.205
10,15,10,0.8,3.403e+42,1.5268,0.68271,1.4434e+41,-3.5202e+40,1.217e+41,1.5174e+42,28.215
12,15,0.4,0.1,3.4546e+42,5.8331,1.8376,4.6539e+41,-2.1838e+41,4.1563e+41,4.2801e+40,8.415
12,15,0.4,0.3,1.1961e+43,7.5166,2.1096,1.3298e+42,-8.9265e+41,1.7284e+42,8.3184e+40,6.93
12,15,0.4,0.4,1.6404e+43,8.1245,2.1912,1.7137e+42,-1.2685e+42,2.545e+42,1.0288e+41,6.435
12,15,0.4,0.5,2.0859e+43,8.6576,2.2578,2.0732e+42,-1.6461e+42,3.5017e+42,1.2242e+41,5.94
12,15,0.4,0.6,2.5394e+43,9.1367,2.3144,2.4123e+42,-2.0783e+42,4.2324e+42,1.418e+41,5.94
12,15,0.4,0.8,3.4411e+43,9.9784,2.4073,3.0405e+42,-2.8989e+42,6.2257e+42,1.8015e+41,5.445
