Mni,M,Rp,Esn,pcsm,mcsm,max_LC,skew,CV_LC,mad,aslope,bslope,median,time
0.1,10,1,1e+51,-3.959,0.6,5.32e+42,2.8325,0.84354,5.8847e+41,-1.4426e+40,9.7025e+40,1.1327e+42,23.77
0.3,10,1,1e+51,-3.959,0.6,5.32e+42,3.0681,0.92455,6.0994e+41,-1.4426e+40,9.7025e+40,9.593e+41,23.77
0.5,10,1,1e+51,-3.959,0.6,5.32e+42,3.3188,1.002,6.2731e+41,-1.4426e+40,9.7025e+40,8.1244e+41,23.77
0.8,10,1,1e+51,-3.959,0.6,5.32e+42,3.582,1.0763,6.4036e+41,-1.4426e+40,9.7025e+40,6.8807e+41,23.77
0.1,5,0.5,2e+51,-3.959,0.6,5.32e+42,3.8352,1.1568,6.4351e+41,-1.4426e+40,9.7025e+40,5.8273e+41,23.77
0.5,5,0.5,2e+51,-3.959,0.6,5.6378e+43,1.6995,0.35473,1.8955e+42,-3.8766e+41,3.9361e+42,3.2871e+43,9.91
0.8,5,0.5,2e+51,-3.959,0.6,5.6378e+43,2.3122,0.70263,5.034e+42,-3.8766e+41,3.9361e+42,1.711e+43,9.91
0.1,7,0.5,2e+51,-3.959,0.6,5.6378e+43,3.1225,1.0268,6.5888e+42,-3.8766e+41,3.9361e+42,8.854e+42,9.91
0.3,7,0.5,2e+51,-3.959,0.6,5.6378e+43,4.1243,1.2948,7.5953e+42,-3.8766e+41,3.9361e+42,4.1219e+42,9.91
0.5,7,0.5,2e+51,-3.959,0.6,5.6378e+43,5.2242,1.5249,7.5049e+42,-3.8766e+41,3.9361e+42,1.8975e+42,9.91
0.8,7,0.5,2e+51,-3.959,0.6,5.6378e+43,6.3758,1.7273,6.865e+42,-3.8766e+41,3.9361e+42,9.7663e+41,9.91
0.1,8,0.5,2e+51,-3.959,0.6,5.6378e+43,7.5563,1.9093,6.2201e+42,-3.8766e+41,3.9361e+42,5.0261e+41,9.91
0.3,8,0.5,2e+51,-3.959,0.6,5.6378e+43,8.7544,2.0756,5.624e+42,-3.8766e+41,3.9361e+42,2.5865e+41,9.91
0.5,8,0.5,2e+51,-3.959,0.6,5.6378e+43,9.9637,2.2296,5.096e+42,-3.8766e+41,3.9361e+42,1.3309e+41,9.91
0.8,8,0.5,2e+51,-3.959,0.6,5.6378e+43,11.18,2.3737,4.6377e+42,-3.8766e+41,3.9361e+42,6.8491e+40,9.91
0.1,10,1,2e+51,-3.959,0.6,5.6378e+43,12.418,2.4918,4.1716e+42,-3.8766e+41,3.9361e+42,1.3309e+41,9.91
0.3,10,1,2e+51,-3.959,0.6,5.6378e+43,13.656,2.607,3.7743e+42,-3.8766e+41,3.9361e+42,1.889e+41,9.91
0.5,10,1,2e+51,-3.959,0.6,5.6378e+43,14.892,2.7191,3.5043e+42,-3.8766e+41,3.9361e+42,1.6544e+41,9.91
0.1,5,0.5,3e+51,-3.959,0.6,8.2891e+43,1.7746,0.34062,2.1864e+42,-7.6601e+41,6.6888e+42,4.8371e+43,7.93
0.3,5,0.5,3e+51,-3.959,0.6,8.2891e+43,2.2811,0.68878,6.8645e+42,-7.6601e+41,6.6888e+42,2.5455e+43,7.93
0.5,5,0.5,3e+51,-3.959,0.6,8.2891e+43,3.0731,0.99358,9.6931e+42,-7.6601e+41,6.6888e+42,1.3096e+43,7.93
0.8,5,0.5,3e+51,-3.959,0.6,8.2891e+43,4.0363,1.2552,1.0599e+43,-7.6601e+41,6.6888e+42,6.7395e+42,7.93
0.1,7,0.5,3e+51,-3.959,0.6,8.2891e+43,5.0919,1.4831,1.0445e+43,-7.6601e+41,6.6888e+42,3.468e+42,7.93
0.3,7,0.5,3e+51,-3.959,0.6,8.2891e+43,6.2028,1.6832,9.8192e+42,-7.6601e+41,6.6888e+42,1.7846e+42,7.93
0.5,7,0.5,3e+51,-3.959,0.6,8.2891e+43,7.3447,1.8627,9.0299e+42,-7.6601e+41,6.6888e+42,9.1832e+41,7.93
0.8,7,0.5,3e+51,-3.959,0.6,8.2891e+43,8.5053,2.0267,8.278e+42,-7.6601e+41,6.6888e+42,4.2717e+41,7.93
0.1,8,0.5,3e+51,-3.959,0.6,8.2891e+43,9.6778,2.1784,7.5417e+42,-7.6601e+41,6.6888e+42,1.9635e+41,7.93
0.3,8,0.5,3e+51,-3.959,0.6,8.2891e+43,10.858,2.3203,6.8632e+42,-7.6601e+41,6.6888e+42,1.0104e+41,7.93
0.5,8,0.5,3e+51,-3.959,0.6,8.2891e+43,12.044,2.4539,6.2792e+42,-7.6601e+41,6.6888e+42,5.1996e+40,7.93
0.1,9,0.5,3e+51,-3.959,0.6,5.1586e+43,1.8608,0.29866,7.9186e+41,-5.0111e+41,3.5809e+42,3.2107e+43,9.91
0.3,9,0.5,3e+51,-3.959,0.6,5.1586e+43,2.085,0.64187,3.6276e+42,-5.0111e+41,3.5809e+42,1.7749e+43,9.91
0.5,9,0.5,3e+51,-3.959,0.6,5.1586e+43,2.7239,0.945,5.9642e+42,-5.0111e+41,3.5809e+42,9.1555e+42,9.91
0.8,9,0.5,3e+51,-3.959,0.6,5.1586e+43,3.5645,1.2041,6.8019e+42,-5.0111e+41,3.5809e+42,4.7104e+42,9.91
0.1,5,0.5,1e+52,-3.959,0.6,5.1586e+43,4.5535,1.3978,6.9563e+42,-5.0111e+41,3.5809e+42,2.4237e+42,9.91
0.3,5,0.5,1e+52,-3.959,0.6,5.1586e+43,5.5618,1.5845,6.4693e+42,-5.0111e+41,3.5809e+42,1.385e+42,9.91
0.5,5,0.5,1e+52,-3.959,0.6,5.1586e+43,6.5932,1.7565,5.7477e+42,-5.0111e+41,3.5809e+42,9.9308e+41,9.91
0.1,7,0.5,1e+52,-3.959,0.6,2.1729e+44,1.7347,0.34277,6.1873e+42,-1.7379e+42,2.2138e+43,1.2758e+44,4.96
0.3,7,0.5,1e+52,-3.959,0.6,2.1729e+44,2.2584,0.69425,1.8804e+43,-1.7379e+42,2.2138e+43,6.6461e+43,4.96
0.5,7,0.5,1e+52,-3.959,0.6,2.1729e+44,3.0675,0.99972,2.5902e+43,-1.7379e+42,2.2138e+43,3.4186e+43,4.96
0.8,7,0.5,1e+52,-3.959,0.6,2.1729e+44,4.0421,1.2618,2.8118e+43,-1.7379e+42,2.2138e+43,1.7592e+43,4.96
0.1,8,0.5,1e+52,-3.959,0.6,2.1729e+44,5.1082,1.4892,2.7641e+43,-1.7379e+42,2.2138e+43,9.0523e+42,4.96
0.3,8,0.5,1e+52,-3.959,0.6,2.1729e+44,6.2268,1.6894,2.5948e+43,-1.7379e+42,2.2138e+43,4.6582e+42,4.96
0.5,8,0.5,1e+52,-3.959,0.6,2.1729e+44,7.3756,1.8692,2.3843e+43,-1.7379e+42,2.2138e+43,2.397e+42,4.96
0.8,8,0.5,1e+52,-3.959,0.6,2.1729e+44,8.5426,2.0334,2.1776e+43,-1.7379e+42,2.2138e+43,1.185e+42,4.96
0.1,9,0.5,1e+52,-3.959,0.6,2.1729e+44,9.7213,2.1855,1.9826e+43,-1.7379e+42,2.2138e+43,5.8476e+41,4.96
0.3,9,0.5,1e+52,-3.959,0.6,2.1729e+44,10.908,2.3276,1.8069e+43,-1.7379e+42,2.2138e+43,3.0091e+41,4.96
0.5,9,0.5,1e+52,-3.959,0.6,2.1729e+44,12.1,2.4616,1.6545e+43,-1.7379e+42,2.2138e+43,1.5485e+41,4.96
0.8,9,0.5,1e+52,-3.959,0.6,2.1729e+44,13.296,2.5886,1.5228e+43,-1.7379e+42,2.2138e+43,7.9683e+40,4.96
0.1,10,0.5,1e+52,-3.959,0.6,2.1729e+44,14.495,2.7097,1.4089e+43,-1.7379e+42,2.2138e+43,4.1003e+40,4.96
0.3,10,0.5,1e+52,-3.959,0.6,2.1729e+44,15.697,2.8256,1.31e+43,-1.7379e+42,2.2138e+43,2.11e+40,4.96
0.8,10,0.5,1e+52,-3.959,0.6,1.6397e+44,1.6743,0.31847,1.7427e+42,-1.1871e+42,1.5117e+43,1.039e+44,5.95
0.1,9,0.5,3e+52,-3.959,0.6,1.663e+44,1.8064,0.35291,4.3753e+42,-2.0605e+42,8.4306e+41,9.4595e+43,100.99
0.3,9,0.5,3e+52,-3.959,0.6,1.663e+44,1.8997,0.61491,6.4695e+42,-2.0605e+42,8.4306e+41,6.7657e+43,100.99
0.5,9,0.5,3e+52,-3.959,0.6,1.663e+44,2.0911,0.85954,1.3042e+43,-2.0605e+42,8.4306e+41,4.4171e+43,100.99
0.8,9,0.5,3e+52,-3.959,0.6,1.663e+44,2.4846,1.0685,2.3384e+43,-2.0605e+42,8.4306e+41,2.273e+43,100.99
0.1,10,0.5,3e+52,-3.959,0.6,1.663e+44,2.9881,1.2492,2.6802e+43,-2.0605e+42,8.4306e+41,1.1696e+43,100.99
0.3,10,0.5,3e+52,-3.959,0.6,1.663e+44,3.5512,1.4086,2.6996e+43,-2.0605e+42,8.4306e+41,6.0188e+42,100.99
0.5,10,0.5,3e+52,-3.959,0.6,1.663e+44,4.1484,1.5523,2.5795e+43,-2.0605e+42,8.4306e+41,3.0972e+42,100.99
0.8,10,0.5,3e+52,-3.959,0.6,1.663e+44,4.7665,1.6838,2.4089e+43,-2.0605e+42,8.4306e+41,1.5938e+42,100.99
0.3,3,6,1e+50,-6.0,0.6,5.667e+42,2.0361,0.49385,5.6719e+41,-1.0082e+41,2.2393e+41,2.3609e+42,22.78
0.5,3,6,1e+50,-6.0,0.6,5.667e+42,3.6098,0.76786,5.3152e+41,-1.0082e+41,2.2393e+41,1.3703e+42,22.78
0.8,3,6,1e+50,-6.0,0.6,5.667e+42,4.9777,1.0259,5.4422e+41,-1.0082e+41,2.2393e+41,8.2865e+41,22.78
0.1,3,8,1e+50,-6.0,0.6,5.667e+42,6.57,1.1953,5.9394e+41,-1.0082e+41,2.2393e+41,5.0243e+41,22.78
0.3,3,8,1e+50,-6.0,0.6,5.667e+42,8.1068,1.3576,5.7504e+41,-1.0082e+41,2.2393e+41,3.3218e+41,22.78
0.8,3,8,1e+50,-6.0,0.6,1.3098e+43,2.7272,0.93092,2.3031e+42,-3.7993e+41,7.3284e+41,1.9495e+42,16.84
0.1,5,8,1e+50,-6.0,0.6,1.3098e+43,6.0642,1.3821,1.6376e+42,-3.7993e+41,7.3284e+41,7.8247e+41,16.84
0.3,5,8,1e+50,-6.0,0.6,1.3098e+43,9.4872,1.6841,1.1456e+42,-3.7993e+41,7.3284e+41,5.7795e+41,16.84
0.5,5,8,1e+50,-6.0,0.6,1.3098e+43,12.866,1.9417,9.0492e+41,-3.7993e+41,7.3284e+41,4.3419e+41,16.84
0.8,5,8,1e+50,-6.0,0.6,1.3098e+43,16.207,2.1765,7.665e+41,-3.7993e+41,7.3284e+41,3.2573e+41,16.84
0.1,5,10,1e+50,-6.0,0.6,1.3098e+43,19.579,2.3689,6.846e+41,-3.7993e+41,7.3284e+41,2.4431e+41,16.84
0.3,5,10,1e+50,-6.0,0.6,1.3098e+43,22.929,2.5502,6.2403e+41,-3.7993e+41,7.3284e+41,1.8329e+41,16.84
0.5,5,10,1e+50,-6.0,0.6,1.3098e+43,26.264,2.7229,5.7556e+41,-3.7993e+41,7.3284e+41,1.3758e+41,16.84
0.1,7,10,1e+50,-6.0,0.6,8.5819e+41,4.0082,0.22377,-2.2526e+40,-2.6969e+39,2.3753e+40,7.0343e+41,29.71
0.3,7,10,1e+50,-6.0,0.6,8.5819e+41,1.8886,0.3322,4.8283e+40,-2.6969e+39,2.3753e+40,4.9346e+41,29.71
0.5,7,10,1e+50,-6.0,0.6,8.5819e+41,2.3558,0.4332,6.3025e+40,-2.6969e+39,2.3753e+40,3.8835e+41,29.71
0.8,7,10,1e+50,-6.0,0.6,8.5819e+41,2.8028,0.53221,6.2644e+40,-2.6969e+39,2.3753e+40,3.2238e+41,29.71
0.1,2,3,3e+50,-6.0,0.6,8.5819e+41,2.7451,0.77729,4.1873e+40,-2.6969e+39,2.3753e+40,2.6615e+41,29.71
0.5,2,3,3e+50,-6.0,0.6,2.5318e+43,1.5211,0.50812,-1.489e+42,-2.5026e+41,1.0935e+42,1.6256e+43,18.325
0.8,2,3,3e+50,-6.0,0.6,2.5318e+43,1.9886,1.1422,4.9374e+42,-2.5026e+41,1.0935e+42,2.793e+42,18.325
0.1,3,6,3e+50,-6.0,0.6,2.5318e+43,3.3807,1.45,4.3706e+42,-2.5026e+41,1.0935e+42,1.077e+42,18.325
0.3,3,6,3e+50,-6.0,0.6,2.5318e+43,4.8825,1.7264,3.445e+42,-2.5026e+41,1.0935e+42,7.2049e+41,18.325
0.5,3,6,3e+50,-6.0,0.6,2.5318e+43,6.4153,1.9766,2.8755e+42,-2.5026e+41,1.0935e+42,4.8005e+41,18.325
0.1,5,6,3e+50,-6.0,0.6,6.3345e+42,2.2017,0.27007,2.6569e+40,-4.5565e+40,2.7151e+41,4.3112e+42,18.82
0.3,5,6,3e+50,-6.0,0.6,6.3345e+42,2.0121,0.52355,3.824e+41,-4.5565e+40,2.7151e+41,2.6501e+42,18.82
0.5,5,6,3e+50,-6.0,0.6,6.3345e+42,2.4971,0.77438,6.0104e+41,-4.5565e+40,2.7151e+41,1.6286e+42,18.82
0.8,5,6,3e+50,-6.0,0.6,6.3345e+42,3.1204,1.0003,7.3436e+41,-4.5565e+40,2.7151e+41,9.9431e+41,18.82
0.1,5,8,3e+50,-6.0,0.6,6.3345e+42,3.9536,1.141,8.4655e+41,-4.5565e+40,2.7151e+41,5.9776e+41,18.82
0.3,5,8,3e+50,-6.0,0.6,6.3345e+42,4.7963,1.2797,8.4589e+41,-4.5565e+40,2.7151e+41,3.8656e+41,18.82
0.5,5,8,3e+50,-6.0,0.6,6.3345e+42,5.6429,1.4137,7.4811e+41,-4.5565e+40,2.7151e+41,3.2224e+41,18.82
0.1,7,8,3e+50,-6.0,0.6,2.9255e+42,4.2487,0.18553,-5.7668e+40,-4.6445e+39,1.3391e+41,2.4456e+42,16.345
0.3,7,8,3e+50,-6.0,0.6,2.9255e+42,1.7501,0.32951,1.033e+41,-4.6445e+39,1.3391e+41,1.777e+42,16.345
0.5,7,8,3e+50,-6.0,0.6,2.9255e+42,2.0149,0.48502,1.8348e+41,-4.6445e+39,1.3391e+41,1.3263e+42,16.345
0.8,7,8,3e+50,-6.0,0.6,2.9255e+42,2.3283,0.63528,2.3674e+41,-4.6445e+39,1.3391e+41,1.0038e+42,16.345
0.1,5,10,3e+50,-6.0,0.6,2.9255e+42,2.8581,0.70519,3.3303e+41,-4.6445e+39,1.3391e+41,7.5574e+41,16.345
0.3,5,10,3e+50,-6.0,0.6,2.9255e+42,3.3799,0.78445,3.9037e+41,-4.6445e+39,1.3391e+41,5.7257e+41,16.345
0.5,5,10,3e+50,-6.0,0.6,2.9255e+42,3.8725,0.86761,3.4597e+41,-4.6445e+39,1.3391e+41,5.1245e+41,16.345
0.1,7,10,3e+50,-6.0,0.6,2.0342e+42,5.6544,0.14898,-5.1e+40,-3.3875e+39,5.1663e+40,1.8017e+42,26.245
0.3,7,10,3e+50,-6.0,0.6,2.0342e+42,1.7413,0.24824,6.1291e+40,-3.3875e+39,5.1663e+40,1.3936e+42,26.245
0.5,7,10,3e+50,-6.0,0.6,2.0342e+42,1.9691,0.34949,9.7856e+40,-3.3875e+39,5.1663e+40,1.1371e+42,26.245
0.8,7,10,3e+50,-6.0,0.6,2.0342e+42,2.2161,0.44971,1.1746e+41,-3.3875e+39,5.1663e+40,9.4605e+41,26.245
0.1,8,10,3e+50,-6.0,0.6,2.0342e+42,2.4129,0.55977,1.3312e+41,-3.3875e+39,5.1663e+40,7.8716e+41,26.245
0.3,8,10,3e+50,-6.0,0.6,2.0342e+42,2.6209,0.662,1.5112e+41,-3.3875e+39,5.1663e+40,6.5589e+41,26.245
0.5,8,10,3e+50,-6.0,0.6,2.0342e+42,2.8592,0.75889,1.6942e+41,-3.3875e+39,5.1663e+40,5.4613e+41,26.245
0.8,8,10,3e+50,-6.0,0.6,2.0342e+42,3.123,0.85137,2.0595e+41,-3.3875e+39,5.1663e+40,4.3461e+41,26.245
0.1,9,10,3e+50,-6.0,0.6,2.0342e+42,3.4013,0.94217,2.3219e+41,-3.3875e+39,5.1663e+40,3.4538e+41,26.245
0.3,9,10,3e+50,-6.0,0.6,2.0342e+42,3.6989,1.0285,2.3739e+41,-3.3875e+39,5.1663e+40,2.8752e+41,26.245
0.5,9,10,3e+50,-6.0,0.6,2.0342e+42,4.0124,1.1108,2.4105e+41,-3.3875e+39,5.1663e+40,2.3935e+41,26.245
0.8,9,10,3e+50,-6.0,0.6,2.0342e+42,4.339,1.1894,2.4316e+41,-3.3875e+39,5.1663e+40,1.9925e+41,26.245
0.1,10,10,3e+50,-6.0,0.6,2.0342e+42,4.6754,1.2651,2.4373e+41,-3.3875e+39,5.1663e+40,1.6587e+41,26.245
0.3,10,10,3e+50,-6.0,0.6,2.0342e+42,5.0213,1.3376,2.4304e+41,-3.3875e+39,5.1663e+40,1.3809e+41,26.245
0.8,10,10,3e+50,-6.0,0.6,4.7223e+42,1.5818,0.43163,8.9086e+40,-3.7998e+40,1.4906e+41,2.7815e+42,28.225
0.1,3,3,1e+51,-6.0,0.6,4.7223e+42,1.8695,0.75026,3.1513e+41,-3.7998e+40,1.4906e+41,1.6689e+42,28.225
0.3,3,3,1e+51,-6.0,0.6,4.7223e+42,2.4462,1.1489,7.4471e+41,-3.7998e+40,1.4906e+41,5.8499e+41,28.225
0.5,3,3,1e+51,-6.0,0.6,4.7223e+42,3.3738,1.4462,9.1658e+41,-3.7998e+40,1.4906e+41,8.0924e+40,28.225
0.8,3,3,1e+51,-6.0,0.6,4.7223e+42,4.4136,1.6923,7.8595e+41,-3.7998e+40,1.4906e+41,1.209e+40,28.225
0.1,5,6,1e+51,-6.0,0.6,4.7223e+42,5.5327,1.8517,6.2166e+41,-3.7998e+40,1.4906e+41,5.9037e+40,28.225
0.3,5,6,1e+51,-6.0,0.6,4.7223e+42,6.653,2.0204,5.4881e+41,-3.7998e+40,1.4906e+41,3.9505e+40,28.225
0.5,5,6,1e+51,-6.0,0.6,4.7223e+42,7.7776,2.1847,4.8988e+41,-3.7998e+40,1.4906e+41,2.6434e+40,28.225
0.1,7,6,1e+51,-6.0,0.6,1.6075e+43,1.9875,0.24866,3.6887e+40,-1.1636e+41,9.8682e+41,1.1128e+43,11.89
0.3,7,6,1e+51,-6.0,0.6,1.6075e+43,1.9479,0.51638,8.9004e+41,-1.1636e+41,9.8682e+41,6.8916e+42,11.89
0.5,7,6,1e+51,-6.0,0.6,1.6075e+43,2.399,0.76952,1.5282e+42,-1.1636e+41,9.8682e+41,4.1897e+42,11.89
0.8,7,6,1e+51,-6.0,0.6,1.6075e+43,3.0048,0.99593,1.8993e+42,-1.1636e+41,9.8682e+41,2.5329e+42,11.89
0.1,5,8,1e+51,-6.0,0.6,1.6075e+43,3.8524,1.1152,2.224e+42,-1.1636e+41,9.8682e+41,1.5236e+42,11.89
0.3,5,8,1e+51,-6.0,0.6,1.6075e+43,4.6937,1.2414,2.0579e+42,-1.1636e+41,9.8682e+41,1.16e+42,11.89
0.5,5,8,1e+51,-6.0,0.6,1.6075e+43,5.5272,1.3675,1.838e+42,-1.1636e+41,9.8682e+41,9.662e+41,11.89
0.1,7,8,1e+51,-6.0,0.6,9.458e+42,2.5786,0.15979,-3.7333e+40,-1.4457e+40,8.3461e+41,7.7887e+42,6.94
0.3,7,8,1e+51,-6.0,0.6,9.458e+42,1.7523,0.318,2.8823e+41,-1.4457e+40,8.3461e+41,5.8145e+42,6.94
0.5,7,8,1e+51,-6.0,0.6,9.458e+42,1.9951,0.47567,5.4009e+41,-1.4457e+40,8.3461e+41,4.3644e+42,6.94
0.8,7,8,1e+51,-6.0,0.6,9.458e+42,2.279,0.62649,7.3722e+41,-1.4457e+40,8.3461e+41,3.2947e+42,6.94
0.1,8,8,1e+51,-6.0,0.6,9.458e+42,2.5948,0.77641,8.9793e+41,-1.4457e+40,8.3461e+41,2.4736e+42,6.94
0.3,8,8,1e+51,-6.0,0.6,9.458e+42,2.9607,0.91444,1.0207e+42,-1.4457e+40,8.3461e+41,1.8576e+42,6.94
0.5,8,8,1e+51,-6.0,0.6,9.458e+42,3.3691,1.0426,1.1052e+42,-1.4457e+40,8.3461e+41,1.3952e+42,6.94
0.8,8,8,1e+51,-6.0,0.6,9.458e+42,3.8096,1.162,1.2009e+42,-1.4457e+40,8.3461e+41,1.0033e+42,6.94
0.1,9,8,1e+51,-6.0,0.6,9.458e+42,4.2729,1.2742,1.2467e+42,-1.4457e+40,8.3461e+41,7.2011e+41,6.94
0.3,9,8,1e+51,-6.0,0.6,9.458e+42,4.7552,1.3793,1.233e+42,-1.4457e+40,8.3461e+41,5.41e+41,6.94
0.5,9,8,1e+51,-6.0,0.6,9.458e+42,5.252,1.4782,1.2083e+42,-1.4457e+40,8.3461e+41,4.0644e+41,6.94
0.8,9,8,1e+51,-6.0,0.6,9.458e+42,5.7597,1.5715,1.1758e+42,-1.4457e+40,8.3461e+41,3.0534e+41,6.94
0.1,10,8,1e+51,-6.0,0.6,9.458e+42,6.2759,1.6601,1.1383e+42,-1.4457e+40,8.3461e+41,2.294e+41,6.94
0.3,10,8,1e+51,-6.0,0.6,9.458e+42,6.7988,1.7445,1.098e+42,-1.4457e+40,8.3461e+41,1.7234e+41,6.94
0.8,10,8,1e+51,-6.0,0.6,1.0029e+43,1.8405,0.25184,-1.374e+41,-4.1578e+40,2.8763e+41,7.619e+42,25.255
0.1,7,10,1e+51,-6.0,0.6,1.0029e+43,2.0087,0.40745,1.1241e+42,-4.1578e+40,2.8763e+41,4.5112e+42,25.255
0.3,7,10,1e+51,-6.0,0.6,1.0029e+43,2.8557,0.50926,8.8812e+41,-4.1578e+40,2.8763e+41,3.7422e+42,25.255
0.5,7,10,1e+51,-6.0,0.6,1.0029e+43,3.5461,0.6062,8.0544e+41,-4.1578e+40,2.8763e+41,3.1211e+42,25.255
0.8,7,10,1e+51,-6.0,0.6,1.0029e+43,4.1151,0.70219,7.9185e+41,-4.1578e+40,2.8763e+41,2.6009e+42,25.255
0.1,8,10,1e+51,-6.0,0.6,1.0029e+43,4.5821,0.80431,7.9134e+41,-4.1578e+40,2.8763e+41,2.1686e+42,25.255
0.3,8,10,1e+51,-6.0,0.6,1.0029e+43,5.0438,0.90213,8.1089e+41,-4.1578e+40,2.8763e+41,1.805e+42,25.255
0.5,8,10,1e+51,-6.0,0.6,1.0029e+43,5.5124,0.99621,8.3421e+41,-4.1578e+40,2.8763e+41,1.5024e+42,25.255
0.8,8,10,1e+51,-6.0,0.6,1.0029e+43,5.9923,1.0868,8.5579e+41,-4.1578e+40,2.8763e+41,1.2507e+42,25.255
0.1,9,10,1e+51,-6.0,0.6,1.0029e+43,6.4779,1.1754,9.1684e+41,-4.1578e+40,2.8763e+41,9.958e+41,25.255
0.3,9,10,1e+51,-6.0,0.6,1.0029e+43,6.9789,1.2604,9.5816e+41,-4.1578e+40,2.8763e+41,7.9121e+41,25.255
0.5,9,10,1e+51,-6.0,0.6,1.0029e+43,7.4932,1.3418,9.5166e+41,-4.1578e+40,2.8763e+41,6.5867e+41,25.255
0.1,10,10,1e+51,-6.0,0.6,4.714e+42,6.3414,0.10312,-8.8192e+40,-4.4432e+39,1.038e+41,4.3486e+42,22.285
0.3,10,10,1e+51,-6.0,0.6,4.714e+42,1.6383,0.20696,1.872e+40,-4.4432e+39,1.038e+41,3.6039e+42,22.285
0.5,10,10,1e+51,-6.0,0.6,4.714e+42,1.75,0.31299,1.6106e+41,-4.4432e+39,1.038e+41,2.9375e+42,22.285
0.8,10,10,1e+51,-6.0,0.6,4.714e+42,1.9148,0.41573,2.3003e+41,-4.4432e+39,1.038e+41,2.4487e+42,22.285
0.1,3,3,2e+51,-6.0,0.6,4.714e+42,2.0525,0.68281,1.0821e+41,-4.4432e+39,1.038e+41,2.0348e+42,22.285
0.3,3,3,2e+51,-6.0,0.6,4.714e+42,1.9095,0.87152,8.9889e+40,-4.4432e+39,1.038e+41,1.6959e+42,22.285
0.8,3,3,2e+51,-6.0,0.6,1.6548e+44,1.8399,0.76947,1.5413e+43,-5.4768e+42,5.1825e+42,5.2105e+43,23.77
0.1,5,6,2e+51,-6.0,0.6,1.6548e+44,3.8717,1.1869,2.4708e+43,-5.4768e+42,5.1825e+42,1.4434e+43,23.77
0.3,5,6,2e+51,-6.0,0.6,1.6548e+44,6.1392,1.5115,1.7784e+43,-5.4768e+42,5.1825e+42,9.6113e+42,23.77
0.5,5,6,2e+51,-6.0,0.6,1.6548e+44,8.4131,1.7981,1.469e+43,-5.4768e+42,5.1825e+42,6.2086e+42,23.77
0.8,5,6,2e+51,-6.0,0.6,1.6548e+44,10.696,2.0559,1.3085e+43,-5.4768e+42,5.1825e+42,3.7361e+42,23.77
0.1,7,6,2e+51,-6.0,0.6,1.6548e+44,12.988,2.2912,1.1794e+43,-5.4768e+42,5.1825e+42,2.2482e+42,23.77
0.3,7,6,2e+51,-6.0,0.6,1.6548e+44,15.29,2.5063,1.0691e+43,-5.4768e+42,5.1825e+42,1.3528e+42,23.77
0.5,7,6,2e+51,-6.0,0.6,1.6548e+44,17.601,2.7051,9.727e+42,-5.4768e+42,5.1825e+42,8.1402e+41,23.77
0.8,7,6,2e+51,-6.0,0.6,1.6548e+44,19.917,2.8905,8.8807e+42,-5.4768e+42,5.1825e+42,4.8983e+41,23.77
0.1,8,6,2e+51,-6.0,0.6,1.6548e+44,22.237,3.0649,8.1688e+42,-5.4768e+42,5.1825e+42,2.6491e+41,23.77
0.3,8,6,2e+51,-6.0,0.6,1.6548e+44,24.56,3.2299,7.5257e+42,-5.4768e+42,5.1825e+42,1.4137e+41,23.77
0.5,8,6,2e+51,-6.0,0.6,1.6548e+44,26.886,3.3869,6.9431e+42,-5.4768e+42,5.1825e+42,8.5075e+40,23.77
0.1,9,6,2e+51,-6.0,0.6,2.6669e+43,1.9091,0.24073,5.7238e+40,-1.9342e+41,1.9287e+42,1.8553e+43,9.415
0.3,9,6,2e+51,-6.0,0.6,2.6669e+43,1.9281,0.51279,1.4186e+42,-1.9342e+41,1.9287e+42,1.155e+43,9.415
0.5,9,6,2e+51,-6.0,0.6,2.6669e+43,2.3618,0.76669,2.5168e+42,-1.9342e+41,1.9287e+42,7.0114e+42,9.415
0.8,9,6,2e+51,-6.0,0.6,2.6669e+43,2.9584,0.99325,3.1688e+42,-1.9342e+41,1.9287e+42,4.217e+42,9.415
0.1,5,8,2e+51,-6.0,0.6,2.6669e+43,3.8234,1.0944,3.7085e+42,-1.9342e+41,1.9287e+42,2.6019e+42,9.415
0.3,5,8,2e+51,-6.0,0.6,2.6669e+43,4.6696,1.2103,3.2811e+42,-1.9342e+41,1.9287e+42,2.1665e+42,9.415
0.5,5,8,2e+51,-6.0,0.6,2.6669e+43,5.4979,1.33,2.9569e+42,-1.9342e+41,1.9287e+42,1.8039e+42,9.415
0.1,7,8,2e+51,-6.0,0.6,1.894e+43,1.8723,0.15585,3.8781e+40,-2.5374e+40,1.9074e+42,1.5414e+43,4.96
0.3,7,8,2e+51,-6.0,0.6,1.894e+43,1.7928,0.31829,5.7343e+41,-2.5374e+40,1.9074e+42,1.157e+43,4.96
0.5,7,8,2e+51,-6.0,0.6,1.894e+43,2.0224,0.47636,1.0695e+42,-2.5374e+40,1.9074e+42,8.6866e+42,4.96
0.8,7,8,2e+51,-6.0,0.6,1.894e+43,2.3004,0.62725,1.4779e+42,-2.5374e+40,1.9074e+42,6.5417e+42,4.96
0.1,8,8,2e+51,-6.0,0.6,1.894e+43,2.614,0.77724,1.7925e+42,-2.5374e+40,1.9074e+42,4.913e+42,4.96
