Mni,M,Rp,Esn,pcsm,mcsm,max_LC,skew,CV_LC,mad,aslope,bslope,median,time
0.5,7,6,2e+51,-6.0,0.5,1.5134e+44,24.069,3.6886,5.9904e+42,-4.687e+42,5.686e+42,9.6719e+40,19.315
0.1,8,6,2e+51,-6.0,0.5,2.564e+43,1.7831,0.24358,2.1408e+40,-1.6927e+41,2.15e+42,1.7913e+43,7.435
0.3,8,6,2e+51,-6.0,0.5,2.564e+43,1.919,0.52125,1.471e+42,-1.6927e+41,2.15e+42,1.0957e+43,7.435
0.5,8,6,2e+51,-6.0,0.5,2.564e+43,2.3822,0.77586,2.4934e+42,-1.6927e+41,2.15e+42,6.6259e+42,7.435
0.8,8,6,2e+51,-6.0,0.5,2.564e+43,2.9996,1.0029,3.0804e+42,-1.6927e+41,2.15e+42,3.9855e+42,7.435
0.1,9,6,2e+51,-6.0,0.5,2.564e+43,3.7101,1.206,3.3164e+42,-1.6927e+41,2.15e+42,2.3975e+42,7.435
0.3,9,6,2e+51,-6.0,0.5,2.564e+43,4.483,1.3865,3.3376e+42,-1.6927e+41,2.15e+42,1.4423e+42,7.435
0.5,9,6,2e+51,-6.0,0.5,2.564e+43,5.2947,1.5492,3.2351e+42,-1.6927e+41,2.15e+42,8.6771e+41,7.435
0.8,9,6,2e+51,-6.0,0.5,2.564e+43,6.1313,1.6975,3.0874e+42,-1.6927e+41,2.15e+42,5.044e+41,7.435
0.1,5,8,2e+51,-6.0,0.5,2.564e+43,7.0022,1.8203,2.9196e+42,-1.6927e+41,2.15e+42,2.9289e+41,7.435
0.5,5,8,2e+51,-6.0,0.5,2.4258e+43,1.5103,0.20964,6.1147e+41,-9.595e+40,5.6498e+41,1.7881e+43,16.84
0.8,5,8,2e+51,-6.0,0.5,2.4258e+43,2.066,0.3723,1.2801e+42,-9.595e+40,5.6498e+41,1.2868e+43,16.84
0.1,7,8,2e+51,-6.0,0.5,2.4258e+43,2.3134,0.58089,1.218e+42,-9.595e+40,5.6498e+41,9.6669e+42,16.84
0.3,7,8,2e+51,-6.0,0.5,2.4258e+43,2.6782,0.74992,2.2891e+42,-9.595e+40,5.6498e+41,6.4895e+42,16.84
0.5,7,8,2e+51,-6.0,0.5,2.4258e+43,3.1488,0.90261,3.0002e+42,-9.595e+40,5.6498e+41,4.3003e+42,16.84
0.8,7,8,2e+51,-6.0,0.5,2.4258e+43,3.6726,1.0439,2.9839e+42,-9.595e+40,5.6498e+41,3.2304e+42,16.84
0.1,8,8,2e+51,-6.0,0.5,2.4258e+43,4.226,1.1777,2.9577e+42,-9.595e+40,5.6498e+41,2.4266e+42,16.84
0.3,8,8,2e+51,-6.0,0.5,2.4258e+43,4.8068,1.3021,2.9169e+42,-9.595e+40,5.6498e+41,1.8228e+42,16.84
0.5,8,8,2e+51,-6.0,0.5,2.4258e+43,5.4079,1.4184,2.8582e+42,-9.595e+40,5.6498e+41,1.3692e+42,16.84
0.8,8,8,2e+51,-6.0,0.5,2.4258e+43,6.0246,1.5277,2.7834e+42,-9.595e+40,5.6498e+41,1.0285e+42,16.84
0.1,9,8,2e+51,-6.0,0.5,2.4258e+43,6.6527,1.6309,2.6962e+42,-9.595e+40,5.6498e+41,7.7261e+41,16.84
0.3,9,8,2e+51,-6.0,0.5,2.4258e+43,7.2902,1.7286,2.6261e+42,-9.595e+40,5.6498e+41,5.5545e+41,16.84
0.5,9,8,2e+51,-6.0,0.5,2.4258e+43,7.9349,1.8214,2.5392e+42,-9.595e+40,5.6498e+41,3.9848e+41,16.84
0.1,10,8,2e+51,-6.0,0.5,1.2437e+43,2.0614,0.13771,-1.4325e+41,-1.524e+40,1.3302e+42,1.0672e+43,4.465
0.3,10,8,2e+51,-6.0,0.5,1.2437e+43,1.6641,0.30452,2.516e+41,-1.524e+40,1.3302e+42,8.0773e+42,4.465
0.5,10,8,2e+51,-6.0,0.5,1.2437e+43,1.8661,0.46486,6.8526e+41,-1.524e+40,1.3302e+42,6.0156e+42,4.465
0.8,10,8,2e+51,-6.0,0.5,1.2437e+43,2.1327,0.61665,9.8568e+41,-1.524e+40,1.3302e+42,4.5257e+42,4.465
0.1,3,3,3e+51,-6.0,0.5,1.2437e+43,2.32,0.85173,1.0113e+42,-1.524e+40,1.3302e+42,3.3978e+42,4.465
0.3,3,3,3e+51,-6.0,0.5,1.2437e+43,2.5778,1.0347,1.1226e+42,-1.524e+40,1.3302e+42,2.5516e+42,4.465
0.8,3,3,3e+51,-6.0,0.5,2.5143e+44,2.1754,0.85215,2.6279e+43,-7.8653e+42,1.1353e+43,6.1594e+43,15.85
0.1,5,6,3e+51,-6.0,0.5,2.5143e+44,4.6835,1.2681,3.2718e+43,-7.8653e+42,1.1353e+43,1.8221e+43,15.85
0.3,5,6,3e+51,-6.0,0.5,2.5143e+44,7.3332,1.5987,2.3521e+43,-7.8653e+42,1.1353e+43,1.2128e+43,15.85
0.5,5,6,3e+51,-6.0,0.5,2.5143e+44,9.9714,1.8928,1.9121e+43,-7.8653e+42,1.1353e+43,8.0751e+42,15.85
0.8,5,6,3e+51,-6.0,0.5,2.5143e+44,12.613,2.1584,1.7031e+43,-7.8653e+42,1.1353e+43,4.8589e+42,15.85
0.1,7,6,3e+51,-6.0,0.5,2.5143e+44,15.262,2.4012,1.535e+43,-7.8653e+42,1.1353e+43,2.9236e+42,15.85
0.3,7,6,3e+51,-6.0,0.5,2.5143e+44,17.921,2.6235,1.3914e+43,-7.8653e+42,1.1353e+43,1.7591e+42,15.85
0.5,7,6,3e+51,-6.0,0.5,2.5143e+44,20.588,2.8291,1.2658e+43,-7.8653e+42,1.1353e+43,1.0585e+42,15.85
0.8,7,6,3e+51,-6.0,0.5,2.5143e+44,23.26,3.0211,1.1557e+43,-7.8653e+42,1.1353e+43,6.3687e+41,15.85
0.1,8,6,3e+51,-6.0,0.5,2.5143e+44,25.937,3.2018,1.063e+43,-7.8653e+42,1.1353e+43,3.4437e+41,15.85
0.3,8,6,3e+51,-6.0,0.5,2.5143e+44,28.616,3.3728,9.7934e+42,-7.8653e+42,1.1353e+43,1.8373e+41,15.85
0.5,8,6,3e+51,-6.0,0.5,2.5143e+44,31.298,3.5356,9.0352e+42,-7.8653e+42,1.1353e+43,1.1056e+41,15.85
0.1,9,6,3e+51,-6.0,0.5,3.5252e+43,1.7555,0.24053,-3.1293e+39,-2.3792e+41,3.1704e+42,2.4804e+43,6.445
0.3,9,6,3e+51,-6.0,0.5,3.5252e+43,1.9,0.5199,1.9614e+42,-2.3792e+41,3.1704e+42,1.5223e+43,6.445
0.5,9,6,3e+51,-6.0,0.5,3.5252e+43,2.3592,0.77479,3.4502e+42,-2.3792e+41,3.1704e+42,9.1592e+42,6.445
0.8,9,6,3e+51,-6.0,0.5,3.5252e+43,2.9738,1.0018,4.261e+42,-2.3792e+41,3.1704e+42,5.509e+42,6.445
0.1,10,6,3e+51,-6.0,0.5,3.5252e+43,3.6815,1.2048,4.5869e+42,-2.3792e+41,3.1704e+42,3.3142e+42,6.445
0.3,10,6,3e+51,-6.0,0.5,3.5252e+43,4.4511,1.3853,4.6159e+42,-2.3792e+41,3.1704e+42,1.9939e+42,6.445
0.5,10,6,3e+51,-6.0,0.5,3.5252e+43,5.2593,1.5478,4.4739e+42,-2.3792e+41,3.1704e+42,1.1996e+42,6.445
0.8,10,6,3e+51,-6.0,0.5,3.5252e+43,6.0922,1.6961,4.2675e+42,-2.3792e+41,3.1704e+42,6.9939e+41,6.445
0.1,7,8,3e+51,-6.0,0.5,3.5252e+43,6.9567,1.8209,4.031e+42,-2.3792e+41,3.1704e+42,4.0736e+41,6.445
0.3,7,8,3e+51,-6.0,0.5,3.5252e+43,7.8252,1.9408,3.7416e+42,-2.3792e+41,3.1704e+42,2.6483e+41,6.445
0.5,7,8,3e+51,-6.0,0.5,3.5252e+43,8.6975,2.0557,3.4278e+42,-2.3792e+41,3.1704e+42,2.2051e+41,6.445
0.1,8,8,3e+51,-6.0,0.5,2.229e+43,1.6296,0.14935,2.0662e+40,-1.1169e+40,1.9006e+42,1.8501e+43,3.97
0.3,8,8,3e+51,-6.0,0.5,2.229e+43,1.7586,0.31623,6.4459e+41,-1.1169e+40,1.9006e+42,1.3906e+43,3.97
0.5,8,8,3e+51,-6.0,0.5,2.229e+43,1.9835,0.4752,1.2586e+42,-1.1169e+40,1.9006e+42,1.0429e+43,3.97
0.8,8,8,3e+51,-6.0,0.5,2.229e+43,2.2621,0.62641,1.7757e+42,-1.1169e+40,1.9006e+42,7.8307e+42,3.97
0.1,9,8,3e+51,-6.0,0.5,2.229e+43,2.5786,0.77558,2.1556e+42,-1.1169e+40,1.9006e+42,5.8807e+42,3.97
0.3,9,8,3e+51,-6.0,0.5,2.229e+43,2.9448,0.91324,2.4453e+42,-1.1169e+40,1.9006e+42,4.4168e+42,3.97
0.5,9,8,3e+51,-6.0,0.5,2.229e+43,3.3527,1.0411,2.6442e+42,-1.1169e+40,1.9006e+42,3.3174e+42,3.97
0.8,9,8,3e+51,-6.0,0.5,2.229e+43,3.7923,1.1604,2.8568e+42,-1.1169e+40,1.9006e+42,2.3991e+42,3.97
0.1,10,8,3e+51,-6.0,0.5,2.229e+43,4.2546,1.2725,2.9579e+42,-1.1169e+40,1.9006e+42,1.7324e+42,3.97
0.3,10,8,3e+51,-6.0,0.5,2.229e+43,4.7357,1.3775,2.9293e+42,-1.1169e+40,1.9006e+42,1.3014e+42,3.97
0.5,10,8,3e+51,-6.0,0.5,2.229e+43,5.231,1.4762,2.8733e+42,-1.1169e+40,1.9006e+42,9.7761e+41,3.97
0.8,10,8,3e+51,-6.0,0.5,2.229e+43,5.7373,1.5695,2.7981e+42,-1.1169e+40,1.9006e+42,7.3438e+41,3.97
0.3,2,1,1e+52,-6.0,0.5,9.2205e+44,1.9249,0.71958,-5.7178e+43,-2.2836e+43,2.875e+43,4.4404e+44,4.465
0.5,2,1,1e+52,-6.0,0.5,9.2205e+44,2.6206,1.4232,1.8412e+44,-2.2836e+43,2.875e+43,9.632e+42,4.465
0.8,2,1,1e+52,-6.0,0.5,9.2205e+44,4.3581,1.8805,1.2915e+44,-2.2836e+43,2.875e+43,1.776e+40,4.465
0.1,3,3,1e+52,-6.0,0.5,9.2205e+44,6.2239,2.2465,9.6869e+43,-2.2836e+43,2.875e+43,9.1836e+39,4.465
0.3,3,3,1e+52,-6.0,0.5,9.2205e+44,8.1307,2.5607,7.7497e+43,-2.2836e+43,2.875e+43,5.4338e+39,4.465
0.8,3,3,1e+52,-6.0,0.5,9.4199e+44,2.5805,0.93752,1.1138e+44,-2.8751e+43,6.5564e+43,1.7557e+44,8.92
0.1,5,3,1e+52,-6.0,0.5,9.4199e+44,5.2639,1.6273,1.2528e+44,-2.8751e+43,6.5564e+43,2.0321e+43,8.92
0.3,5,3,1e+52,-6.0,0.5,9.4199e+44,8.3267,2.1135,9.4787e+43,-2.8751e+43,6.5564e+43,2.3039e+42,8.92
0.5,5,3,1e+52,-6.0,0.5,9.4199e+44,11.473,2.5074,7.2513e+43,-2.8751e+43,6.5564e+43,3.0519e+41,8.92
0.8,5,3,1e+52,-6.0,0.5,9.4199e+44,14.649,2.8473,5.8213e+43,-2.8751e+43,6.5564e+43,4.1597e+40,8.92
0.1,7,6,1e+52,-6.0,0.5,9.4199e+44,17.843,3.1432,4.8345e+43,-2.8751e+43,6.5564e+43,3.0519e+41,8.92
0.3,7,6,1e+52,-6.0,0.5,9.4199e+44,21.042,3.4165,4.1499e+43,-2.8751e+43,6.5564e+43,2.3411e+41,8.92
0.5,7,6,1e+52,-6.0,0.5,9.4199e+44,24.244,3.6706,3.6371e+43,-2.8751e+43,6.5564e+43,1.5586e+41,8.92
0.8,7,6,1e+52,-6.0,0.5,9.4199e+44,27.45,3.9087,3.2368e+43,-2.8751e+43,6.5564e+43,1.0376e+41,8.92
0.1,8,6,1e+52,-6.0,0.5,9.4199e+44,30.657,4.1334,2.9156e+43,-2.8751e+43,6.5564e+43,6.9373e+40,8.92
0.3,8,6,1e+52,-6.0,0.5,9.4199e+44,33.865,4.3465,2.6523e+43,-2.8751e+43,6.5564e+43,4.6219e+40,8.92
0.5,8,6,1e+52,-6.0,0.5,9.4199e+44,37.075,4.5497,2.4324e+43,-2.8751e+43,6.5564e+43,3.0918e+40,8.92
0.1,9,6,1e+52,-6.0,0.5,1.1959e+44,1.6491,0.25956,1.4559e+42,-5.6172e+41,1.2091e+43,8.2032e+43,3.475
0.3,9,6,1e+52,-6.0,0.5,1.1959e+44,1.9709,0.54159,7.717e+42,-5.6172e+41,1.2091e+43,4.9581e+43,3.475
0.5,9,6,1e+52,-6.0,0.5,1.1959e+44,2.502,0.79663,1.2151e+43,-5.6172e+41,1.2091e+43,2.98e+43,3.475
0.8,9,6,1e+52,-6.0,0.5,1.1959e+44,3.1684,1.0243,1.4553e+43,-5.6172e+41,1.2091e+43,1.7929e+43,3.475
0.1,10,6,1e+52,-6.0,0.5,1.1959e+44,3.9218,1.2282,1.5474e+43,-5.6172e+41,1.2091e+43,1.0787e+43,3.475
0.3,10,6,1e+52,-6.0,0.5,1.1959e+44,4.7351,1.4097,1.5477e+43,-5.6172e+41,1.2091e+43,6.4908e+42,3.475
0.5,10,6,1e+52,-6.0,0.5,1.1959e+44,5.5863,1.5734,1.495e+43,-5.6172e+41,1.2091e+43,3.9054e+42,3.475
0.8,10,6,1e+52,-6.0,0.5,1.1959e+44,6.4618,1.7228,1.4234e+43,-5.6172e+41,1.2091e+43,2.273e+42,3.475
0.3,2,1,3e+52,-6.0,0.5,4.063e+45,1.7926,1.2261,1.0784e+45,-1.0211e+44,1.2576e+44,7.5636e+43,4.465
0.5,2,1,3e+52,-6.0,0.5,4.063e+45,4.4314,2.0004,5.7701e+44,-1.0211e+44,1.2576e+44,3.5272e+40,4.465
0.8,2,1,3e+52,-6.0,0.5,4.063e+45,7.3716,2.5492,3.8468e+44,-1.0211e+44,1.2576e+44,1.7759e+40,4.465
0.1,5,3,3e+52,-6.0,0.5,4.063e+45,10.366,2.9991,2.8851e+44,-1.0211e+44,1.2576e+44,9.9317e+39,4.465
0.3,5,3,3e+52,-6.0,0.5,4.063e+45,13.379,3.3898,2.3081e+44,-1.0211e+44,1.2576e+44,6.6837e+39,4.465
0.5,5,3,3e+52,-6.0,0.5,4.063e+45,16.4,3.7398,1.9235e+44,-1.0211e+44,1.2576e+44,3.6857e+39,4.465
0.8,5,3,3e+52,-6.0,0.5,4.063e+45,19.427,4.0599,1.6487e+44,-1.0211e+44,1.2576e+44,1.9302e+39,4.465
0.1,7,3,3e+52,-6.0,0.5,4.063e+45,22.457,4.3564,1.4426e+44,-1.0211e+44,1.2576e+44,3.2993e+38,4.465
0.3,7,3,3e+52,-6.0,0.5,4.063e+45,25.489,4.634,1.2823e+44,-1.0211e+44,1.2576e+44,8.7601e+37,4.465
0.5,7,3,3e+52,-6.0,0.5,4.063e+45,28.522,4.8959,1.1541e+44,-1.0211e+44,1.2576e+44,3.4744e+37,4.465
0.1,8,3,3e+52,-6.0,0.5,1.3551e+45,2.644,0.88313,1.3128e+44,-4.1743e+43,1.0707e+44,2.8988e+44,7.435
0.3,8,3,3e+52,-6.0,0.5,1.3551e+45,5.1416,1.5512,1.7633e+44,-4.1743e+43,1.0707e+44,3.8965e+43,7.435
0.5,8,3,3e+52,-6.0,0.5,1.3551e+45,8.0631,2.0256,1.3847e+44,-4.1743e+43,1.0707e+44,5.1209e+42,7.435
0.8,8,3,3e+52,-6.0,0.5,1.3551e+45,11.081,2.4088,1.0701e+44,-4.1743e+43,1.0707e+44,6.7737e+41,7.435
0.1,9,3,3e+52,-6.0,0.5,1.3551e+45,14.134,2.7388,8.6062e+43,-4.1743e+43,1.0707e+44,9.1423e+40,7.435
0.3,9,3,3e+52,-6.0,0.5,1.3551e+45,17.203,3.0331,7.1781e+43,-4.1743e+43,1.0707e+44,1.3332e+40,7.435
0.5,9,3,3e+52,-6.0,0.5,1.3551e+45,20.28,3.3013,6.1536e+43,-4.1743e+43,1.0707e+44,2.4068e+39,7.435
0.8,9,3,3e+52,-6.0,0.5,1.3551e+45,23.362,3.5493,5.3845e+43,-4.1743e+43,1.0707e+44,4.1002e+38,7.435
0.3,2,10,1e+50,-7.0,0.5,8.3755e+42,2.1035,0.43527,4.2958e+39,-1.3612e+41,4.0154e+41,4.6484e+42,17.83
0.5,2,10,1e+50,-7.0,0.5,8.3755e+42,2.2853,1.0263,1.1473e+42,-1.3612e+41,4.0154e+41,1.3707e+42,17.83
0.8,2,10,1e+50,-7.0,0.5,8.3755e+42,3.4917,1.4357,1.4467e+42,-1.3612e+41,4.0154e+41,2.3696e+41,17.83
0.1,2,8,3e+50,-7.0,0.5,8.3755e+42,4.9129,1.7552,1.2181e+42,-1.3612e+41,4.0154e+41,4.4648e+40,17.83
0.5,2,8,3e+50,-7.0,0.5,2.453e+43,1.7124,0.53909,-1.9411e+42,-3.1528e+41,1.1198e+42,1.5336e+43,16.84
0.8,2,8,3e+50,-7.0,0.5,2.453e+43,2.102,1.2104,5.1364e+42,-3.1528e+41,1.1198e+42,1.7225e+42,16.84
0.1,2,10,3e+50,-7.0,0.5,2.453e+43,3.5102,1.6396,4.4538e+42,-3.1528e+41,1.1198e+42,1.2392e+41,16.84
0.3,2,10,3e+50,-7.0,0.5,2.453e+43,5.0694,1.9789,3.403e+42,-3.1528e+41,1.1198e+42,3.0489e+40,16.84
0.8,2,10,3e+50,-7.0,0.5,3.1505e+43,1.6853,0.66738,2.3241e+42,-5.3607e+41,1.6443e+42,1.2076e+43,15.85
0.1,2,6,1e+51,-7.0,0.5,3.1505e+43,2.9998,1.3587,5.5917e+42,-5.3607e+41,1.6443e+42,1.6654e+42,15.85
0.3,2,6,1e+51,-7.0,0.5,3.1505e+43,4.9134,1.8074,4.8281e+42,-5.3607e+41,1.6443e+42,1.0696e+40,15.85
0.5,2,6,1e+51,-7.0,0.5,3.1505e+43,6.9443,2.1649,3.6264e+42,-5.3607e+41,1.6443e+42,2.8687e+39,15.85
0.1,2,8,1e+51,-7.0,0.5,8.7192e+43,1.4863,0.81967,8.5873e+42,-1.6134e+42,2.2281e+42,3.0478e+43,26.74
0.3,2,8,1e+51,-7.0,0.5,8.7192e+43,3.1509,1.5121,1.7833e+43,-1.6134e+42,2.2281e+42,1.8677e+42,26.74
0.5,2,8,1e+51,-7.0,0.5,8.7192e+43,5.2939,1.9816,1.3018e+43,-1.6134e+42,2.2281e+42,1.1721e+41,26.74
0.1,3,8,1e+51,-7.0,0.5,5.7065e+43,1.3721,0.72451,3.4921e+42,-1.3572e+41,1.4339e+42,2.5258e+43,27.235
0.3,3,8,1e+51,-7.0,0.5,5.7065e+43,2.6864,1.4013,1.2234e+43,-1.3572e+41,1.4339e+42,2.3503e+42,27.235
0.5,3,8,1e+51,-7.0,0.5,5.7065e+43,4.5569,1.8554,9.5796e+42,-1.3572e+41,1.4339e+42,1.4525e+41,27.235
0.8,3,8,1e+51,-7.0,0.5,5.7065e+43,6.5268,2.2184,7.2801e+42,-1.3572e+41,1.4339e+42,1.3753e+40,27.235
0.1,2,10,1e+51,-7.0,0.5,5.7065e+43,8.5305,2.5299,5.8316e+42,-1.3572e+41,1.4339e+42,3.5128e+39,27.235
0.5,2,10,1e+51,-7.0,0.5,9.9011e+43,1.9521,0.75648,9.0112e+42,-3.1231e+42,3.4986e+42,3.0619e+43,21.295
0.8,2,10,1e+51,-7.0,0.5,9.9011e+43,3.774,1.3929,1.5385e+43,-3.1231e+42,3.4986e+42,5.1213e+42,21.295
0.1,3,10,1e+51,-7.0,0.5,9.9011e+43,6.0415,1.8445,1.2838e+43,-3.1231e+42,3.4986e+42,8.423e+41,21.295
0.3,3,10,1e+51,-7.0,0.5,9.9011e+43,8.4154,2.2063,1.0135e+43,-3.1231e+42,3.4986e+42,1.2613e+41,21.295
0.5,3,10,1e+51,-7.0,0.5,9.9011e+43,10.827,2.5166,8.1906e+42,-3.1231e+42,3.4986e+42,1.8002e+40,21.295
0.1,2,6,2e+51,-7.0,0.5,1.7579e+44,1.2477,0.90772,2.1325e+43,-1.0251e+42,6.0494e+42,5.6948e+43,15.85
0.3,2,6,2e+51,-7.0,0.5,1.7579e+44,2.834,1.6252,3.8728e+43,-1.0251e+42,6.0494e+42,4.3539e+41,15.85
0.5,2,6,2e+51,-7.0,0.5,1.7579e+44,4.9083,2.1116,2.6097e+43,-1.0251e+42,6.0494e+42,1.3397e+40,15.85
0.1,2,8,2e+51,-7.0,0.5,2.196e+44,1.8977,0.96122,3.147e+43,-9.1087e+42,6.4231e+42,4.6472e+43,23.275
0.3,2,8,2e+51,-7.0,0.5,2.196e+44,4.2477,1.6731,3.6525e+43,-9.1087e+42,6.4231e+42,2.6852e+42,23.275
0.5,2,8,2e+51,-7.0,0.5,2.196e+44,6.9609,2.1669,2.5978e+43,-9.1087e+42,6.4231e+42,1.6424e+41,23.275
0.1,3,8,2e+51,-7.0,0.5,1.4443e+44,1.7019,0.879,1.7865e+43,-5.9919e+42,3.6135e+42,3.97e+43,27.235
0.3,3,8,2e+51,-7.0,0.5,1.4443e+44,3.7094,1.5774,2.6433e+43,-5.9919e+42,3.6135e+42,2.5791e+42,27.235
0.5,3,8,2e+51,-7.0,0.5,1.4443e+44,6.1309,2.0565,1.9185e+43,-5.9919e+42,3.6135e+42,1.5841e+41,27.235
0.8,3,8,2e+51,-7.0,0.5,1.4443e+44,8.6313,2.4434,1.4493e+43,-5.9919e+42,3.6135e+42,1.4497e+40,27.235
0.1,3,10,2e+51,-7.0,0.5,1.4443e+44,11.159,2.7769,1.1602e+43,-5.9919e+42,3.6135e+42,3.5564e+39,27.235
0.3,3,10,2e+51,-7.0,0.5,1.4443e+44,13.7,3.0744,9.67e+42,-5.9919e+42,3.6135e+42,1.6419e+39,27.235
0.8,3,10,2e+51,-7.0,0.5,1.5499e+44,2.0761,0.7797,1.5062e+43,-4.466e+42,6.627e+42,4.3614e+43,17.335
0.1,2,6,3e+51,-7.0,0.5,1.5499e+44,3.945,1.487,2.553e+43,-4.466e+42,6.627e+42,3.8263e+42,17.335
0.3,2,6,3e+51,-7.0,0.5,1.5499e+44,6.3418,1.9531,1.9566e+43,-4.466e+42,6.627e+42,5.758e+39,17.335
0.5,2,6,3e+51,-7.0,0.5,1.5499e+44,8.8393,2.3276,1.4676e+43,-4.466e+42,6.627e+42,2.6982e+39,17.335
0.1,3,6,3e+51,-7.0,0.5,1.9798e+44,1.2723,0.91729,3.1574e+43,-1.139e+42,6.7984e+42,5.4931e+43,15.85
0.3,3,6,3e+51,-7.0,0.5,1.9798e+44,2.9861,1.6306,4.0803e+43,-1.139e+42,6.7984e+42,2.5824e+42,15.85
0.5,3,6,3e+51,-7.0,0.5,1.9798e+44,5.1428,2.1178,2.8898e+43,-1.139e+42,6.7984e+42,2.7131e+40,15.85
0.8,3,6,3e+51,-7.0,0.5,1.9798e+44,7.3731,2.5122,2.1688e+43,-1.139e+42,6.7984e+42,6.0147e+39,15.85
0.1,2,8,3e+51,-7.0,0.5,1.9798e+44,9.6287,2.8526,1.7352e+43,-1.139e+42,6.7984e+42,3.0694e+39,15.85
0.5,2,8,3e+51,-7.0,0.5,3.7578e+44,2.2103,1.0352,5.7344e+43,-1.5443e+43,1.3557e+43,6.106e+43,18.82
0.8,2,8,3e+51,-7.0,0.5,3.7578e+44,4.9583,1.7596,5.5969e+43,-1.5443e+43,1.3557e+43,3.5545e+42,18.82
0.1,3,8,3e+51,-7.0,0.5,3.7578e+44,8.0279,2.2673,3.9454e+43,-1.5443e+43,1.3557e+43,2.2932e+41,18.82
0.3,3,8,3e+51,-7.0,0.5,3.7578e+44,11.162,2.6805,2.9745e+43,-1.5443e+43,1.3557e+43,1.7522e+40,18.82
0.5,3,8,3e+51,-7.0,0.5,3.7578e+44,14.319,3.038,2.3809e+43,-1.5443e+43,1.3557e+43,1.2327e+39,18.82
0.1,3,10,3e+51,-7.0,0.5,2.3127e+44,2.1535,0.79178,2.2085e+43,-6.7021e+42,1.134e+43,6.2042e+43,14.365
0.3,3,10,3e+51,-7.0,0.5,2.3127e+44,4.1537,1.4342,3.3276e+43,-6.7021e+42,1.134e+43,1.0142e+43,14.365
0.5,3,10,3e+51,-7.0,0.5,2.3127e+44,6.5962,1.891,2.7331e+43,-6.7021e+42,1.134e+43,1.6386e+42,14.365
0.8,3,10,3e+51,-7.0,0.5,2.3127e+44,9.1427,2.2581,2.1461e+43,-6.7021e+42,1.134e+43,2.6766e+41,14.365
0.1,5,10,3e+51,-7.0,0.5,2.3127e+44,11.726,2.5735,1.7337e+43,-6.7021e+42,1.134e+43,4.5136e+40,14.365
0.3,5,10,3e+51,-7.0,0.5,2.3127e+44,14.326,2.8541,1.4477e+43,-6.7021e+42,1.134e+43,8.4099e+39,14.365
0.5,5,10,3e+51,-7.0,0.5,2.3127e+44,16.936,3.1096,1.2414e+43,-6.7021e+42,1.134e+43,1.943e+39,14.365
0.1,2,3,1e+52,-7.0,0.5,8.8165e+44,2.3727,0.62781,-2.6829e+43,-2.3727e+43,2.4221e+43,4.1145e+44,3.97
0.3,2,3,1e+52,-7.0,0.5,8.8165e+44,2.5218,1.329,1.8417e+44,-2.3727e+43,2.4221e+43,8.9233e+42,3.97
0.5,2,3,1e+52,-7.0,0.5,8.8165e+44,4.1001,1.7743,1.2872e+44,-2.3727e+43,2.4221e+43,1.0797e+40,3.97
0.1,2,6,1e+52,-7.0,0.5,1.5375e+45,2.6878,1.3966,3.3017e+44,-7.4281e+43,5.4338e+43,5.8848e+43,15.355
0.3,2,6,1e+52,-7.0,0.5,1.5375e+45,6.5155,2.2118,1.9415e+44,-7.4281e+43,5.4338e+43,3.8501e+41,15.355
0.5,2,6,1e+52,-7.0,0.5,1.5375e+45,10.532,2.7987,1.2968e+44,-7.4281e+43,5.4338e+43,1.3083e+40,15.355
0.1,3,6,1e+52,-7.0,0.5,1.0041e+45,2.2921,1.288,2.1903e+44,-3.0945e+43,3.5498e+43,6.8804e+43,15.355
0.3,3,6,1e+52,-7.0,0.5,1.0041e+45,5.6373,2.0761,1.4347e+44,-3.0945e+43,3.5498e+43,4.8109e+41,15.355
0.5,3,6,1e+52,-7.0,0.5,1.0041e+45,9.2,2.6383,9.5952e+43,-3.0945e+43,3.5498e+43,1.4006e+40,15.355
0.8,3,6,1e+52,-7.0,0.5,1.0041e+45,12.806,3.1001,7.1969e+43,-3.0945e+43,3.5498e+43,5.8637e+39,15.355
0.1,3,8,1e+52,-7.0,0.5,1.0041e+45,16.428,3.5015,5.7577e+43,-3.0945e+43,3.5498e+43,3.0688e+39,15.355
0.3,3,8,1e+52,-7.0,0.5,1.0041e+45,20.057,3.8614,4.7981e+43,-3.0945e+43,3.5498e+43,1.6061e+39,15.355
0.8,3,8,1e+52,-7.0,0.5,1.0981e+45,2.7867,1.1331,1.6324e+44,-4.5298e+43,5.6861e+43,1.2664e+44,12.385
0.1,5,8,1e+52,-7.0,0.5,1.0981e+45,6.1413,1.8777,1.384e+44,-4.5298e+43,5.6861e+43,7.1546e+42,12.385
0.3,5,8,1e+52,-7.0,0.5,1.0981e+45,9.7833,2.4052,9.6631e+43,-4.5298e+43,5.6861e+43,4.0458e+41,12.385
0.5,5,8,1e+52,-7.0,0.5,1.0981e+45,13.484,2.8361,7.2751e+43,-4.5298e+43,5.6861e+43,2.628e+40,12.385
0.8,5,8,1e+52,-7.0,0.5,1.0981e+45,17.207,3.2097,5.8218e+43,-4.5298e+43,5.6861e+43,3.2731e+39,12.385
0.1,3,10,1e+52,-7.0,0.5,1.0981e+45,20.94,3.5441,4.8517e+43,-4.5298e+43,5.6861e+43,1.1178e+39,12.385
