B,p10,MinitMniintmax_LC,skew,CV_LC,mad,
12,0.1,1.2,0.2,1.5011e+44,3.0681,1.4502,3.0136e+43
12,0.1,1.2,0.3,1.5203e+44,3.0673,1.4509,3.054e+43
12,0.1,1.2,0.4,1.5407e+44,3.0673,1.4516,3.0944e+43
12,0.1,1.2,0.5,1.5611e+44,3.0682,1.4524,3.1349e+43
12,0.1,1.2,0.6,1.5816e+44,3.0699,1.4532,3.1753e+43
12,0.1,1.2,0.7,1.6027e+44,3.0722,1.454,3.2158e+43
12,0.1,1.3,0.1,1.3806e+44,2.9218,1.4107,2.8321e+43
12,0.1,1.3,0.2,1.3994e+44,2.9212,1.4117,2.8719e+43
12,0.1,1.3,0.3,1.4187e+44,2.9216,1.4126,2.9116e+43
12,0.1,1.3,0.4,1.4379e+44,2.9229,1.4136,2.9514e+43
12,0.1,1.3,0.5,1.458e+44,2.925,1.4147,2.9912e+43
12,0.1,1.3,0.6,1.4783e+44,2.9279,1.4157,3.0309e+43
12,0.1,1.3,0.7,1.4986e+44,2.9314,1.4168,3.0707e+43
15,0.1,0.8,0.1,1.5e+44,4.0081,1.6745,2.5778e+43
15,0.1,0.8,0.2,1.5208e+44,3.9913,1.6729,2.6212e+43
15,0.1,0.8,0.3,1.5417e+44,3.9769,1.6715,2.6646e+43
15,0.1,0.8,0.4,1.5643e+44,3.9647,1.6702,2.7079e+43
15,0.1,0.8,0.5,1.5869e+44,3.9546,1.6691,2.7513e+43
15,0.1,0.8,0.6,1.6095e+44,3.9462,1.6681,2.7947e+43
15,0.1,0.8,0.7,1.6335e+44,3.9395,1.6671,2.8381e+43
15,0.1,0.9,0.1,1.3507e+44,3.7279,1.6134,2.4349e+43
15,0.1,0.9,0.2,1.3713e+44,3.714,1.6124,2.4775e+43
15,0.1,0.9,0.3,1.392e+44,3.7025,1.6115,2.5201e+43
15,0.1,0.9,0.4,1.4133e+44,3.6932,1.6108,2.5627e+43
15,0.1,0.9,0.5,1.4355e+44,3.6858,1.6101,2.6053e+43
15,0.1,0.9,0.6,1.4578e+44,3.6802,1.6096,2.6479e+43
15,0.1,0.9,0.7,1.4805e+44,3.6763,1.6092,2.6905e+43
15,0.1,1.0,0.1,1.2305e+44,3.4933,1.5598,2.3086e+43
15,0.1,1.0,0.2,1.2497e+44,3.482,1.5593,2.3504e+43
15,0.1,1.0,0.3,1.2703e+44,3.473,1.5589,2.3923e+43
15,0.1,1.0,0.4,1.2909e+44,3.4662,1.5586,2.4341e+43
15,0.1,1.0,0.5,1.3123e+44,3.4614,1.5584,2.476e+43
15,0.1,1.0,0.6,1.3343e+44,3.4583,1.5584,2.5179e+43
15,0.1,1.0,0.7,1.3563e+44,3.4567,1.5584,2.5597e+43
15,0.1,1.1,0.1,1.1304e+44,3.2937,1.512,2.1943e+43
15,0.1,1.1,0.2,1.1495e+44,3.2846,1.512,2.2354e+43
15,0.1,1.1,0.3,1.169e+44,3.278,1.512,2.2766e+43
15,0.1,1.1,0.4,1.1896e+44,3.2735,1.5122,2.3177e+43
15,0.1,1.1,0.5,1.2101e+44,3.2709,1.5124,2.3588e+43
15,0.1,1.1,0.6,1.2316e+44,3.2699,1.5128,2.4e+43
15,0.1,1.1,0.7,1.2533e+44,3.2705,1.5132,2.4411e+43
15,0.1,1.2,0.1,1.0462e+44,3.1215,1.469,2.0889e+43
15,0.1,1.2,0.2,1.0648e+44,3.1145,1.4694,2.1293e+43
15,0.1,1.2,0.3,1.084e+44,3.1099,1.4698,2.1698e+43
15,0.1,1.2,0.4,1.1038e+44,3.1075,1.4704,2.2102e+43
15,0.1,1.2,0.5,1.1242e+44,3.1069,1.471,2.2506e+43
15,0.1,1.2,0.6,1.1446e+44,3.1078,1.4717,2.2911e+43
15,0.1,1.2,0.7,1.166e+44,3.1103,1.4725,2.3315e+43
15,0.1,1.3,0.1,9.7426e+43,2.9713,1.4299,1.9903e+43
15,0.1,1.3,0.2,9.9235e+43,2.9663,1.4307,2.03e+43
15,0.1,1.3,0.3,1.0112e+44,2.9636,1.4315,2.0698e+43
15,0.1,1.3,0.4,1.0304e+44,2.9629,1.4324,2.1096e+43
15,0.1,1.3,0.5,1.0503e+44,2.9641,1.4334,2.1493e+43
15,0.1,1.3,0.6,1.0706e+44,2.9668,1.4345,2.1891e+43
15,0.1,1.3,0.7,1.0909e+44,2.9708,1.4356,2.2289e+43
20,0.1,0.8,0.1,9.5029e+43,4.0941,1.6996,1.6155e+43
20,0.1,0.8,0.2,9.7015e+43,4.0589,1.696,1.6589e+43
20,0.1,0.8,0.3,9.9092e+43,4.0305,1.6928,1.7022e+43
20,0.1,0.8,0.4,1.0131e+44,4.008,1.69,1.7456e+43
20,0.1,0.8,0.5,1.0357e+44,3.9905,1.6876,1.789e+43
20,0.1,0.8,0.6,1.0593e+44,3.9774,1.6855,1.8324e+43
20,0.1,0.8,0.7,1.0835e+44,3.9681,1.6837,1.8758e+43
20,0.1,0.9,0.1,8.551e+43,3.8093,1.638,1.525e+43
20,0.1,0.9,0.2,8.7408e+43,3.7788,1.6352,1.5676e+43
20,0.1,0.9,0.3,8.9477e+43,3.7551,1.6329,1.6103e+43
20,0.1,0.9,0.4,9.16e+43,3.7373,1.6309,1.6529e+43
20,0.1,0.9,0.5,9.3828e+43,3.7244,1.6293,1.6955e+43
20,0.1,0.9,0.6,9.6105e+43,3.7158,1.6279,1.7381e+43
20,0.1,0.9,0.7,9.8473e+43,3.7108,1.6268,1.7807e+43
20,0.1,1.0,0.1,7.7777e+43,3.5709,1.5838,1.4454e+43
20,0.1,1.0,0.2,7.9673e+43,3.5446,1.5819,1.4872e+43
20,0.1,1.0,0.3,8.1661e+43,3.5251,1.5803,1.5291e+43
20,0.1,1.0,0.4,8.3722e+43,3.5114,1.5791,1.5709e+43
20,0.1,1.0,0.5,8.5909e+43,3.5026,1.5782,1.6128e+43
20,0.1,1.0,0.6,8.8109e+43,3.4979,1.5775,1.6547e+43
20,0.1,1.0,0.7,9.0422e+43,3.4966,1.5771,1.6965e+43
20,0.1,1.1,0.1,7.142e+43,3.368,1.5357,1.3736e+43
20,0.1,1.1,0.2,7.3246e+43,3.3454,1.5344,1.4147e+43
20,0.1,1.1,0.3,7.5166e+43,3.3297,1.5336,1.4558e+43
20,0.1,1.1,0.4,7.7219e+43,3.3197,1.533,1.497e+43
20,0.1,1.1,0.5,7.9324e+43,3.3144,1.5327,1.5381e+43
20,0.1,1.1,0.6,8.1497e+43,3.3131,1.5327,1.5792e+43
20,0.1,1.1,0.7,8.3716e+43,3.3151,1.5329,1.6204e+43
20,0.1,1.2,0.1,6.6033e+43,3.1929,1.4923,1.3076e+43
20,0.1,1.2,0.2,6.7825e+43,3.1738,1.4918,1.348e+43
20,0.1,1.2,0.3,6.973e+43,3.1615,1.4915,1.3885e+43
20,0.1,1.2,0.4,7.1716e+43,3.1548,1.4916,1.4289e+43
20,0.1,1.2,0.5,7.3758e+43,3.1527,1.4919,1.4694e+43
20,0.1,1.2,0.6,7.5894e+43,3.1544,1.4925,1.5098e+43
20,0.1,1.2,0.7,7.8041e+43,3.1592,1.4932,1.5502e+43
20,0.1,1.3,0.1,6.1466e+43,3.0402,1.453,1.2461e+43
20,0.1,1.3,0.2,6.3213e+43,3.0242,1.453,1.2859e+43
20,0.1,1.3,0.3,6.5062e+43,3.015,1.4534,1.3256e+43
20,0.1,1.3,0.4,6.6988e+43,3.0112,1.454,1.3654e+43
20,0.1,1.3,0.5,6.9016e+43,3.012,1.4549,1.4052e+43
20,0.1,1.3,0.6,7.1074e+43,3.0163,1.4559,1.4449e+43
20,0.1,1.3,0.7,7.3195e+43,3.0236,1.4571,1.4847e+43
50,0.1,0.8,0.1,2.055e+43,4.1841,1.7389,3.48e+42
50,0.1,0.8,0.2,2.2659e+43,4.0244,1.7177,3.9138e+42
50,0.1,0.8,0.3,2.5146e+43,3.9744,1.7051,4.3476e+42
50,0.1,0.8,0.4,2.7788e+43,3.9805,1.6978,4.7814e+42
50,0.1,0.8,0.5,3.0516e+43,4.0143,1.6938,5.2152e+42
50,0.1,0.8,0.6,3.3285e+43,4.0605,1.6918,5.6491e+42
50,0.1,0.8,0.7,3.6095e+43,4.1111,1.6912,6.0829e+42
50,0.1,0.9,0.1,1.8491e+43,3.8917,1.6779,3.288e+42
50,0.1,0.9,0.2,2.0579e+43,3.7598,1.6605,3.714e+42
50,0.1,0.9,0.3,2.3003e+43,3.733,1.6513,4.1401e+42
50,0.1,0.9,0.4,2.556e+43,3.7566,1.6467,4.5662e+42
50,0.1,0.9,0.5,2.8189e+43,3.8028,1.6449,4.9923e+42
50,0.1,0.9,0.6,3.0853e+43,3.8576,1.6448,5.4184e+42
50,0.1,0.9,0.7,3.3547e+43,3.9141,1.6458,5.8444e+42
50,0.1,1.0,0.1,1.6835e+43,3.6484,1.6246,3.1199e+42
50,0.1,1.0,0.2,1.8895e+43,3.541,1.6107,3.5385e+42
50,0.1,1.0,0.3,2.1255e+43,3.5337,1.6043,3.9571e+42
50,0.1,1.0,0.4,2.3732e+43,3.5714,1.6021,4.3757e+42
50,0.1,1.0,0.5,2.6266e+43,3.6272,1.6023,4.7943e+42
50,0.1,1.0,0.6,2.8838e+43,3.6884,1.6039,5.2129e+42
50,0.1,1.0,0.7,3.142e+43,3.749,1.6062,5.6315e+42
50,0.1,1.1,0.1,1.5472e+43,3.4424,1.5772,2.9697e+42
50,0.1,1.1,0.2,1.7501e+43,3.3566,1.5666,3.381e+42
50,0.1,1.1,0.3,1.9797e+43,3.366,1.5628,3.7924e+42
50,0.1,1.1,0.4,2.2197e+43,3.4151,1.5628,4.2038e+42
50,0.1,1.1,0.5,2.4641e+43,3.4785,1.5647,4.6151e+42
50,0.1,1.1,0.6,2.7131e+43,3.5444,1.5676,5.0265e+42
50,0.1,1.1,0.7,2.962e+43,3.6077,1.5711,5.4378e+42
50,0.1,1.2,0.1,1.4326e+43,3.2655,1.5348,2.8328e+42
50,0.1,1.2,0.2,1.6324e+43,3.1989,1.5271,3.2372e+42
50,0.1,1.2,0.3,1.8557e+43,3.2225,1.5257,3.6416e+42
50,0.1,1.2,0.4,2.0884e+43,3.2811,1.5275,4.046e+42
50,0.1,1.2,0.5,2.3255e+43,3.3503,1.5309,4.4504e+42
50,0.1,1.2,0.6,2.5658e+43,3.4197,1.5351,4.8548e+42
50,0.1,1.2,0.7,2.8072e+43,3.4849,1.5396,5.2592e+42
50,0.1,1.3,0.1,1.3348e+43,3.1118,1.4963,2.7063e+42
50,0.1,1.3,0.2,1.5313e+43,3.0623,1.4913,3.104e+42
50,0.1,1.3,0.3,1.7486e+43,3.0981,1.4921,3.5017e+42
50,0.1,1.3,0.4,1.9746e+43,3.1645,1.4956,3.8994e+42
50,0.1,1.3,0.5,2.2053e+43,3.2384,1.5004,4.2971e+42
50,0.1,1.3,0.6,2.4366e+43,3.3103,1.5057,4.6948e+42
50,0.1,1.3,0.7,2.6711e+43,3.3767,1.511,5.0925e+42
0.5,1.2,0.8,0.1,3.0896e+42,5.1314,0.75966,3.5482e+41
0.5,1.2,0.8,0.2,5.988e+42,5.1029,1.0909,7.8942e+41
0.5,1.2,0.8,0.3,8.8865e+42,5.0812,1.2592,1.2232e+42
0.5,1.2,0.8,0.4,1.1785e+43,5.0685,1.3609,1.6591e+42
0.5,1.2,0.8,0.5,1.4683e+43,5.0603,1.4289,2.095e+42
0.5,1.2,0.8,0.6,1.7582e+43,5.0546,1.4776,2.5309e+42
0.5,1.2,0.8,0.7,2.048e+43,5.0504,1.5142,2.9668e+42
0.5,1.2,0.9,0.1,2.954e+42,4.9377,0.73705,3.4236e+41
0.5,1.2,0.9,0.2,5.7206e+42,4.8995,1.064,7.6937e+41
0.5,1.2,0.9,0.3,8.4873e+42,4.8744,1.2305,1.1988e+42
0.5,1.2,0.9,0.4,1.1255e+43,4.8599,1.3312,1.6238e+42
0.5,1.2,0.9,0.5,1.4025e+43,4.8506,1.3985,2.0521e+42
0.5,1.2,0.9,0.6,1.6796e+43,4.8442,1.4468,2.4805e+42
0.5,1.2,0.9,0.7,1.9566e+43,4.8395,1.483,2.9089e+42
0.5,1.2,1.0,0.1,2.8339e+42,4.7702,0.7166,3.3044e+41
0.5,1.2,1.0,0.2,5.4831e+42,4.7231,1.0398,7.5246e+41
0.5,1.2,1.0,0.3,8.1386e+42,4.6948,1.2047,1.1723e+42
0.5,1.2,1.0,0.4,1.0794e+43,4.6787,1.3045,1.5898e+42
0.5,1.2,1.0,0.5,1.345e+43,4.6684,1.3712,2.0108e+42
0.5,1.2,1.0,0.6,1.6106e+43,4.6614,1.4191,2.4319e+42
0.5,1.2,1.0,0.7,1.8761e+43,4.6562,1.455,2.8529e+42
0.5,1.2,1.1,0.1,2.7261e+42,4.6232,0.69794,3.2031e+41
0.5,1.2,1.1,0.2,5.2756e+42,4.5677,1.0178,7.3418e+41
0.5,1.2,1.1,0.3,7.8281e+42,4.5366,1.1812,1.1469e+42
0.5,1.2,1.1,0.4,1.0381e+43,4.519,1.2802,1.5621e+42
0.5,1.2,1.1,0.5,1.2933e+43,4.5079,1.3464,1.9712e+42
0.5,1.2,1.1,0.6,1.5485e+43,4.5002,1.3939,2.3852e+42
0.5,1.2,1.1,0.7,1.8038e+43,4.4947,1.4296,2.7992e+42
0.5,1.2,1.2,0.1,2.6287e+42,4.4927,0.68078,3.0958e+41
0.5,1.2,1.2,0.2,5.0871e+42,4.4292,0.99748,7.1675e+41
0.5,1.2,1.2,0.3,7.5454e+42,4.3955,1.1597,1.1227e+42
0.5,1.2,1.2,0.4,1.0004e+43,4.3766,1.2579,1.5312e+42
0.5,1.2,1.2,0.5,1.2462e+43,4.3647,1.3237,1.9331e+42
0.5,1.2,1.2,0.6,1.492e+43,4.3566,1.3709,2.3404e+42
0.5,1.2,1.2,0.7,1.7379e+43,4.3506,1.4064,2.7476e+42
0.5,1.2,1.3,0.1,2.5421e+42,4.3758,0.66491,2.9942e+41
0.5,1.2,1.3,0.2,4.9136e+42,4.3046,0.97871,7.0017e+41
0.5,1.2,1.3,0.3,7.2851e+42,4.2686,1.1397,1.0996e+42
0.5,1.2,1.3,0.4,9.6603e+42,4.2485,1.2373,1.5016e+42
0.5,1.2,1.3,0.5,1.2036e+43,4.2359,1.3027,1.9036e+42
0.5,1.2,1.3,0.6,1.4411e+43,4.2272,1.3496,2.2975e+42
0.5,1.2,1.3,0.7,1.6786e+43,4.221,1.3849,2.6982e+42
5.5,1.2,0.8,0.1,2.1906e+43,2.1563,0.71157,2.5547e+42
5.5,1.2,0.8,0.2,2.3577e+43,2.1934,0.73352,2.8062e+42
5.5,1.2,0.8,0.3,2.5545e+43,2.2665,0.75863,3.1509e+42
5.5,1.2,0.8,0.4,2.7772e+43,2.3664,0.78539,3.5877e+42
5.5,1.2,0.8,0.5,3.0181e+43,2.4825,0.8128,3.9244e+42
5.5,1.2,0.8,0.6,3.2726e+43,2.6061,0.84017,4.3638e+42
5.5,1.2,0.8,0.7,3.5359e+43,2.7307,0.8671,4.6956e+42
5.5,1.2,0.9,0.1,2.0947e+43,2.0753,0.695,2.3191e+42
5.5,1.2,0.9,0.2,2.2521e+43,2.1056,0.71578,2.6573e+42
5.5,1.2,0.9,0.3,2.4385e+43,2.1724,0.73992,2.9916e+42
5.5,1.2,0.9,0.4,2.6509e+43,2.2665,0.76588,3.322e+42
5.5,1.2,0.9,0.5,2.8815e+43,2.3775,0.79261,3.7549e+42
5.5,1.2,0.9,0.6,3.124e+43,2.4965,0.81941,4.0803e+42
5.5,1.2,0.9,0.7,3.3758e+43,2.6169,0.84583,4.5124e+42
5.5,1.2,1.0,0.1,2.0108e+43,2.0071,0.6799,2.1903e+42
5.5,1.2,1.0,0.2,2.1597e+43,2.0316,0.69958,2.5218e+42
5.5,1.2,1.0,0.3,2.3375e+43,2.0927,0.72284,2.8494e+42
5.5,1.2,1.0,0.4,2.54e+43,2.1818,0.74806,3.173e+42
5.5,1.2,1.0,0.5,2.7612e+43,2.2882,0.77418,3.4922e+42
5.5,1.2,1.0,0.6,2.9936e+43,2.4029,0.80045,3.9183e+42
5.5,1.2,1.0,0.7,3.2347e+43,2.5195,0.82641,4.2321e+42
5.5,1.2,1.1,0.1,1.936e+43,1.9492,0.666,2.0725e+42
5.5,1.2,1.1,0.2,2.0778e+43,1.9686,0.68468,2.2971e+42
5.5,1.2,1.1,0.3,2.2477e+43,2.0246,0.7071,2.615e+42
5.5,1.2,1.1,0.4,2.4418e+43,2.109,0.73165,2.9287e+42
5.5,1.2,1.1,0.5,2.6543e+43,2.2112,0.75719,3.3489e+42
5.5,1.2,1.1,0.6,2.8775e+43,2.3221,0.78298,3.6571e+42
5.5,1.2,1.1,0.7,3.1091e+43,2.4352,0.80853,4.0765e+42
5.5,1.2,1.2,0.1,1.8694e+43,1.8999,0.65314,1.9643e+42
5.5,1.2,1.2,0.2,2.0043e+43,1.9146,0.67087,2.1824e+42
5.5,1.2,1.2,0.3,2.1672e+43,1.9661,0.69252,2.4944e+42
5.5,1.2,1.2,0.4,2.3539e+43,2.0461,0.71643,2.802e+42
5.5,1.2,1.2,0.5,2.5583e+43,2.1443,0.74145,3.1051e+42
5.5,1.2,1.2,0.6,2.7735e+43,2.2516,0.76679,3.519e+42
5.5,1.2,1.2,0.7,2.9963e+43,2.3615,0.79194,3.8163e+42
5.5,1.2,1.3,0.1,1.8091e+43,1.8577,0.64116,1.7663e+42
5.5,1.2,1.3,0.2,1.9378e+43,1.8683,0.65799,2.0515e+42
5.5,1.2,1.3,0.3,2.0945e+43,1.9154,0.67892,2.2758e+42
5.5,1.2,1.3,0.4,2.2744e+43,1.9913,0.70224,2.5743e+42
5.5,1.2,1.3,0.5,2.4714e+43,2.0858,0.72676,2.9829e+42
5.5,1.2,1.3,0.6,2.6796e+43,2.1897,0.75168,3.2758e+42
5.5,1.2,1.3,0.7,2.8949e+43,2.2964,0.77647,3.5766e+42
10,1.2,0.8,0.1,2.5454e+43,2.7852,1.0389,4.038e+42
10,1.2,0.8,0.2,2.7929e+43,2.8872,1.0687,4.4758e+42
10,1.2,0.8,0.3,3.0511e+43,2.9937,1.0972,4.9135e+42
10,1.2,0.8,0.4,3.3167e+43,3.0991,1.1242,5.2781e+42
10,1.2,0.8,0.5,3.588e+43,3.2004,1.1497,5.7149e+42
10,1.2,0.8,0.6,3.8639e+43,3.2961,1.1736,6.1518e+42
10,1.2,0.8,0.7,4.1421e+43,3.3853,1.196,6.5886e+42
10,1.2,0.9,0.1,2.3924e+43,2.6382,1.0095,3.8489e+42
10,1.2,0.9,0.2,2.6278e+43,2.7385,1.039,4.2178e+42
10,1.2,0.9,0.3,2.8745e+43,2.8437,1.0674,4.6482e+42
10,1.2,0.9,0.4,3.1284e+43,2.948,1.0944,5.0785e+42
10,1.2,0.9,0.5,3.3879e+43,3.0483,1.1198,5.4479e+42
10,1.2,0.9,0.6,3.6516e+43,3.1429,1.1437,5.8605e+42
10,1.2,0.9,0.7,3.9174e+43,3.2311,1.1661,6.2899e+42
10,1.2,1.0,0.1,2.2613e+43,2.5136,0.98292,3.6243e+42
10,1.2,1.0,0.2,2.4862e+43,2.612,1.0123,4.0378e+42
10,1.2,1.0,0.3,2.7228e+43,2.7159,1.0405,4.3956e+42
10,1.2,1.0,0.4,2.9664e+43,2.8192,1.0674,4.8188e+42
10,1.2,1.0,0.5,3.2149e+43,2.9184,1.0928,5.242e+42
10,1.2,1.0,0.6,3.4683e+43,3.012,1.1166,5.6653e+42
10,1.2,1.0,0.7,3.7226e+43,3.0991,1.139,6.0043e+42
10,1.2,1.1,0.1,2.1472e+43,2.4065,0.95871,3.3987e+42
10,1.2,1.1,0.2,2.3631e+43,2.503,0.98784,3.8161e+42
10,1.2,1.1,0.3,2.5905e+43,2.6056,1.016,4.2335e+42
10,1.2,1.1,0.4,2.825e+43,2.7077,1.0428,4.5686e+42
10,1.2,1.1,0.5,3.0637e+43,2.806,1.0681,4.9849e+42
10,1.2,1.1,0.6,3.3075e+43,2.8984,1.092,5.4012e+42
10,1.2,1.1,0.7,3.5516e+43,2.9844,1.1143,5.8176e+42
10,1.2,1.2,0.1,2.047e+43,2.3134,0.93645,3.2601e+42
10,1.2,1.2,0.2,2.2548e+43,2.4082,0.96537,3.5907e+42
10,1.2,1.2,0.3,2.4738e+43,2.5093,0.99338,4.0015e+42
10,1.2,1.2,0.4,2.6999e+43,2.6103,1.0201,4.4123e+42
10,1.2,1.2,0.5,2.9306e+43,2.7074,1.0454,4.7355e+42
10,1.2,1.2,0.6,3.1647e+43,2.7988,1.0692,5.1452e+42
10,1.2,1.2,0.7,3.4014e+43,2.8837,1.0916,5.5549e+42
10,1.2,1.3,0.1,1.958e+43,2.2319,0.91583,3.0508e+42
10,1.2,1.3,0.2,2.1585e+43,2.3248,0.94456,3.4564e+42
10,1.2,1.3,0.3,2.3697e+43,2.4246,0.97245,3.7756e+42
10,1.2,1.3,0.4,2.5881e+43,2.5244,0.99911,4.1801e+42
10,1.2,1.3,0.5,2.8114e+43,2.6204,1.0244,4.5846e+42
10,1.2,1.3,0.6,3.0369e+43,2.7106,1.0482,4.8959e+42
10,1.2,1.3,0.7,3.2664e+43,2.7944,1.0705,5.2992e+42
12,1.2,0.8,0.1,2.4742e+43,2.974,1.1286,4.0854e+42
12,1.2,0.8,0.2,2.7388e+43,3.0962,1.1606,4.5222e+42
12,1.2,0.8,0.3,3.0101e+43,3.2137,1.1903,4.9591e+42
12,1.2,0.8,0.4,3.2874e+43,3.3237,1.2177,5.3959e+42
12,1.2,0.8,0.5,3.5656e+43,3.425,1.243,5.7717e+42
12,1.2,0.8,0.6,3.8483e+43,3.5176,1.2662,6.2076e+42
12,1.2,0.8,0.7,4.1321e+43,3.6021,1.2877,6.6435e+42
12,1.2,0.9,0.1,2.3144e+43,2.8095,1.0954,3.8497e+42
12,1.2,0.9,0.2,2.5667e+43,2.931,1.1275,4.2791e+42
12,1.2,0.9,0.3,2.8262e+43,3.0482,1.1573,4.7085e+42
12,1.2,0.9,0.4,3.091e+43,3.1578,1.1848,5.1379e+42
12,1.2,0.9,0.5,3.3568e+43,3.2587,1.2102,5.5673e+42
12,1.2,0.9,0.6,3.6272e+43,3.3508,1.2336,5.9967e+42
12,1.2,0.9,0.7,3.8981e+43,3.4346,1.2552,6.3594e+42
12,1.2,1.0,0.1,2.1788e+43,2.6703,1.0655,3.6885e+42
12,1.2,1.0,0.2,2.4202e+43,2.7908,1.0977,4.049e+42
12,1.2,1.0,0.3,2.6687e+43,2.9074,1.1276,4.4711e+42
12,1.2,1.0,0.4,2.9227e+43,3.0165,1.1552,4.8933e+42
12,1.2,1.0,0.5,3.1779e+43,3.1168,1.1807,5.3155e+42
12,1.2,1.0,0.6,3.4371e+43,3.2083,1.2042,5.7377e+42
12,1.2,1.0,0.7,3.6962e+43,3.2913,1.2259,6.1598e+42
12,1.2,1.1,0.1,2.0616e+43,2.5507,1.0384,3.4782e+42
12,1.2,1.1,0.2,2.2936e+43,2.6702,1.0706,3.8946e+42
12,1.2,1.1,0.3,2.5323e+43,2.786,1.1006,4.2433e+42
12,1.2,1.1,0.4,2.7761e+43,2.8944,1.1283,4.6585e+42
12,1.2,1.1,0.5,3.0224e+43,2.994,1.1539,5.0737e+42
12,1.2,1.1,0.6,3.2709e+43,3.0848,1.1775,5.4889e+42
12,1.2,1.1,0.7,3.5193e+43,3.167,1.1993,5.9041e+42
12,1.2,1.2,0.1,1.9589e+43,2.4469,1.0136,3.2749e+42
12,1.2,1.2,0.2,2.1825e+43,2.5651,1.0458,3.6846e+42
12,1.2,1.2,0.3,2.4128e+43,2.6801,1.0758,4.0943e+42
12,1.2,1.2,0.4,2.6469e+43,2.7877,1.1036,4.5027e+42
12,1.2,1.2,0.5,2.8851e+43,2.8866,1.1293,4.8396e+42
12,1.2,1.2,0.6,3.1237e+43,2.9765,1.153,5.2481e+42
12,1.2,1.2,0.7,3.3645e+43,3.0578,1.1748,5.6566e+42
12,1.2,1.3,0.1,1.8681e+43,2.356,0.99059,3.1055e+42
12,1.2,1.3,0.2,2.0841e+43,2.4728,1.0228,3.4803e+42
12,1.2,1.3,0.3,2.3065e+43,2.5868,1.0529,3.8836e+42
12,1.2,1.3,0.4,2.5328e+43,2.6936,1.0808,4.2869e+42
12,1.2,1.3,0.5,2.7623e+43,2.7916,1.1065,4.6903e+42
12,1.2,1.3,0.6,2.9932e+43,2.8806,1.1303,5.0141e+42
12,1.2,1.3,0.7,3.2262e+43,2.961,1.1522,5.4161e+42
15,1.2,0.8,0.1,2.294e+43,3.1871,1.2277,3.8914e+42
15,1.2,0.8,0.2,2.5725e+43,3.3316,1.2623,4.3273e+42
15,1.2,0.8,0.3,2.8562e+43,3.4603,1.2931,4.7632e+42
15,1.2,0.8,0.4,3.14e+43,3.5741,1.3206,5.1991e+42
15,1.2,0.8,0.5,3.426e+43,3.6746,1.3453,5.635e+42
15,1.2,0.8,0.6,3.7137e+43,3.7634,1.3676,6.0709e+42
15,1.2,0.8,0.7,4.0014e+43,3.8423,1.3877,6.5068e+42
15,1.2,0.9,0.1,2.1355e+43,3.0039,1.1904,3.6807e+42
15,1.2,0.9,0.2,2.4014e+43,3.1492,1.2254,4.1091e+42
15,1.2,0.9,0.3,2.6722e+43,3.2785,1.2566,4.5375e+42
15,1.2,0.9,0.4,2.9431e+43,3.3927,1.2845,4.9658e+42
15,1.2,0.9,0.5,3.2168e+43,3.4933,1.3096,5.3942e+42
15,1.2,0.9,0.6,3.4914e+43,3.582,1.3321,5.8226e+42
15,1.2,0.9,0.7,3.7659e+43,3.6606,1.3525,6.2509e+42
15,1.2,1.0,0.1,2.0016e+43,2.8491,1.1569,3.483e+42
15,1.2,1.0,0.2,2.2566e+43,2.9946,1.1923,3.904e+42
15,1.2,1.0,0.3,2.5157e+43,3.1242,1.2239,4.3251e+42
15,1.2,1.0,0.4,2.7754e+43,3.2384,1.2522,4.7461e+42
15,1.2,1.0,0.5,3.0382e+43,3.3389,1.2775,5.1672e+42
15,1.2,1.0,0.6,3.3009e+43,3.4274,1.3003,5.5882e+42
15,1.2,1.0,0.7,3.5637e+43,3.5055,1.3209,6.0093e+42
15,1.2,1.1,0.1,1.8869e+43,2.7164,1.1266,3.3437e+42
15,1.2,1.1,0.2,2.132e+43,2.8617,1.1624,3.7082e+42
15,1.2,1.1,0.3,2.3804e+43,2.9912,1.1943,4.1222e+42
15,1.2,1.1,0.4,2.631e+43,3.1053,1.2229,4.5362e+42
15,1.2,1.1,0.5,2.883e+43,3.2054,1.2485,4.9502e+42
15,1.2,1.1,0.6,3.135e+43,3.2934,1.2715,5.3642e+42
15,1.2,1.1,0.7,3.387e+43,3.371,1.2923,5.7782e+42
15,1.2,1.2,0.1,1.787e+43,2.6013,1.0989,3.165e+42
15,1.2,1.2,0.2,2.0232e+43,2.7461,1.135,3.5735e+42
15,1.2,1.2,0.3,2.262e+43,2.8753,1.1672,3.982e+42
15,1.2,1.2,0.4,2.5041e+43,2.989,1.1961,4.3337e+42
15,1.2,1.2,0.5,2.7462e+43,3.0886,1.2219,4.7409e+42
15,1.2,1.2,0.6,2.989e+43,3.1761,1.2452,5.1481e+42
15,1.2,1.2,0.7,3.2335e+43,3.253,1.2662,5.5553e+42
15,1.2,1.3,0.1,1.6991e+43,2.5004,1.0734,2.9916e+42
15,1.2,1.3,0.2,1.927e+43,2.6446,1.1097,3.3936e+42
15,1.2,1.3,0.3,2.1582e+43,2.7732,1.1423,3.7956e+42
15,1.2,1.3,0.4,2.3912e+43,2.8863,1.1713,4.1977e+42
15,1.2,1.3,0.5,2.625e+43,2.9854,1.1974,4.5997e+42
15,1.2,1.3,0.6,2.8606e+43,3.0721,1.2208,4.968e+42
